,count_x,sending_count,receiving_count,active_count,new_non_zero_count,difficulty_mean,difficulty_latest,hash_rate_mean,count_y,rate,size_mean,size_sum,transfers_volume_sum,transfers_volume_mean,transfers_volume_median,volume_sum,volume_mean,volume_median,difficulty_ribbon,sopr,stock_to_flow_ratio,pi_cycle_top,utxo_count,utxo_created_count,utxo_spent_count,utxo_created_value_sum,utxo_spent_value_sum,utxo_created_value_mean,utxo_spent_value_mean,utxo_created_value_median,utxo_spent_value_median,block_height,block_count,block_interval_mean,block_interval_median,block_size_mean,block_size_sum,current,active_more_1y_percent,price_drawdown_relative
2017-01-02,210525354,460486,529684,703943,349124,1364461289839130000000,1364461289839130000000,2.50649119154782e+18,290792,3.365648148148148,516.508923904379,150196663,1571881.23122659,5.405517453116191,0.14742995,112.88414659,0.000388195502592919,0.0002,1.1231028711964529e+21,1.0246446552676,1271.1293976080162,714.3790179929083,45813072,782100,715725,1573981.61537318,1571994.11537318,2.01250686021377,2.1963660838634698,0.012921,0.0225,446347,159,544.3710691823901,348,944877.6415094341,150235545,16079350.0,0.58316852445175,-0.1275427705943588
2017-01-03,210886882,429819,514801,654405,361528,1364461289839130000000,1364461289839130000000,2.59231996308682e+18,301500,3.489583333333333,492.97347263682195,148631502,1948357.84627517,6.4622150788563,0.15267028,117.50869676,0.000389746921260365,0.0002,1.126468814168676e+21,1.01801927233399,1281.9400495980085,718.0780220637158,45931671,797735,679136,1950525.35497193,1948475.35497193,2.44507932455256,2.8690503153594102,0.0167621,0.028253,446511,164,526.34756097561,406,906573.518292683,148678057,16081400.0,0.5828986643812429,-0.11887244411335995
2017-01-04,211279286,459464,545251,696039,392404,1364461289839130000000,1364461289839130000000,2.42338588827427e+18,328489,3.8019560185185184,459.12888102796796,150818787,2479931.98341372,7.54951302300474,0.16368348,193.3374362,0.000588565937367766,0.000226,1.1297213288808751e+21,1.02897979164927,1290.8870452818946,722.3307875487387,46019791,789606,701486,2482037.82084992,2480125.32084992,3.14338774129114,3.53553074594492,0.02438019,0.0352457,446664,153,563.039215686274,376,986063.1895424841,150867668,16083312.5,0.582353761030065,-0.03618922851257578
2017-01-05,211629495,426831,495689,650948,350209,1364461289839130000000,1364461289839130000000,2.19955301366171e+18,288361,3.3375115740740733,477.68654568406197,137746170,2996350.11960508,10.390968680248301,0.19975467,114.99194252,0.000398777721397831,0.000226,1.1329738435930733e+21,1.02683813566203,1298.8619204148931,726.3330516463121,46041231,677443,656003,2998215.1115476,2996465.1115476,4.42578211236602,4.56776129308494,0.0302,0.0306,446804,140,620.3357142857141,416,984196.892857143,137787565,16085062.5,0.581468574656957,-0.14169051698340118
2017-01-06,212028289,466301,562592,716986,398794,1364461289839130000000,1364461289839130000000,2.53916348032849e+18,346244,4.007453703703704,457.577234551361,158433372,3098512.03559908,8.94892629359391,0.1678531,127.77072194,0.000369019309908619,0.000226,1.1362263583052717e+21,0.995912439154836,1306.4963719617801,729.2944445305957,46117383,798358,722206,3100652.30632102,3098639.80632102,3.88378685542206,4.29052071890986,0.02797219,0.03804779,446965,161,537.366459627329,376,984330.5838509321,158477224,16087075.0,0.5809748717547011,-0.23530766729151786
2017-01-07,212358731,404935,503279,645658,330442,1364461289839130000000,1364461289839130000000,2.20066685363767e+18,281922,3.262986111111111,483.130702818517,136205174,2151113.21510122,7.63017151943175,0.15759213,106.3384173,0.000377190915572392,0.000226,1.1394788730174703e+21,0.995522600121127,1318.1314250724727,731.6915573925363,46214728,715768,618423,2152944.55351852,2151219.55351852,3.00788042147527,3.47855683491481,0.02,0.0327003,447103,138,620.021739130435,421,987245.739130435,136239912,16088800.0,0.5806806739108821,-0.2246173554649895
2017-01-08,212662586,384929,455762,597135,303855,1364461289839130000000,1364461289839130000000,2.61298131303405e+18,259934,3.0084953703703703,520.511652958067,135298676,1677816.55798031,6.45477912847217,0.15556781,91.2413482,0.000351017366716166,0.00020340000000000004,1.1427313877296685e+21,1.0066807212788198,1326.039350955162,734.4950272283068,46229521,640288,625495,1679995.29932851,1677907.79932851,2.62381193982787,2.68252791681549,0.0190013,0.0255,447270,167,522.1856287425151,441,810419.437125748,135340046,16090887.5,0.580312049593979,-0.21264396008469144
2017-01-09,212990463,383840,475392,611249,327877,1364461289839130000000,1364461289839130000000,2.14840965357772e+18,269811,3.1228125,465.101096693626,125489392,2093577.00929827,7.75942051768936,0.1995192,102.04592665,0.000378212625319205,0.000226,1.1459839024418672e+21,1.00334213426983,1338.2174870932365,737.0994598996353,46307147,658996,581370,2095379.05522492,2093679.05522492,3.17965367805712,3.60128499101248,0.025,0.03235647,447406,136,635.1029411764711,479,923003.1617647059,125528430,16092587.5,0.580596100285869,-0.2283307894284101
2017-01-10,213362597,449727,540858,701226,372134,1372196874546330000000,1446974193382590000000,2.5434465487094897e+18,323728,3.746851851851852,474.182276479039,153506080,2357205.60961119,7.28143876838306,0.15666555,119.94087094,0.000370498909393071,0.000226,1.1498810492129985e+21,1.00357431459203,1348.7423635453426,739.8763910168901,46374753,768101,700495,2359325.55048213,2357325.55048213,3.0716345252540203,3.36522823215316,0.0249476,0.03379786,447566,160,538.15625,364,959720.4875,153555278,16094587.5,0.580448048846521,-0.22520479172953056
2017-01-11,213706196,414446,491476,638056,343599,1446974193382590000000,1446974193382590000000,2.54933788864173e+18,302905,3.5058449074074085,466.075419686054,141176575,3978305.73275944,13.133839760847303,0.20096289,111.82087465,0.000369161534639573,0.000227,1.1537781959841304e+21,0.994646263682435,1359.7375660284135,742.1549102209436,46414901,685325,645177,3980330.05363409,3978417.55363409,5.8079452137804495,6.16639705636451,0.03537979,0.046147,447719,153,567.588235294118,403,923016.3529411772,141221502,16096500.0,0.580486638528944,-0.32505585803578674
2017-01-12,214047146,409129,482941,623422,340950,1446974193382590000000,1446974193382590000000,2.8890772681154504e+18,294953,3.4138078703703703,467.33604675997805,137842169,3519468.63927512,11.9323032458567,0.19565488,105.50392824,0.00035769742379294304,0.000226,1.1576753427552624e+21,0.9960012070772528,1367.3594518993261,743.8464518517783,46452785,670074,632190,3521724.14320336,3519574.14320336,5.25572420837601,5.5672727237118,0.0356428,0.04123838,447891,172,500.843023255814,302,801678.482558139,137888699,16098650.0,0.580358506786698,-0.30626409509171193
2017-01-13,214374504,373237,466224,590708,327358,1446974193382590000000,1446974193382590000000,2.50007059767081e+18,272597,3.15505787037037,462.292780184665,126019625,2359767.56275893,8.65661604037789,0.19012239,96.9954013,0.000355819768009186,0.000224,1.1615724895263944e+21,0.9998546423207892,1374.4961982888474,745.7093648691814,46509551,639010,582244,2361739.55816023,2359864.55816023,3.6959352094024105,4.0530508827231,0.03286936,0.03337864,448041,150,578.773333333333,402,840487.986666667,126073198,16100525.0,0.580247091472678,-0.2923474206175161
2017-01-14,214669193,374377,446404,592751,294689,1446974193382590000000,1446974193382590000000,2.88275258023265e+18,242097,2.802048611111111,527.52689624405,127712679,1498084.86294119,6.18795302271911,0.14801417,86.85666196,0.000358768022569466,0.00020340000000000004,1.1654696362975263e+21,1.0009538277588002,1379.2519246384522,747.779754238337,46502327,597972,605196,1500321.71960315,1498171.71960315,2.50901667570248,2.4755149069114,0.02239814,0.0185085,448213,172,501.94186046511595,377,742766.639534884,127755862,16102675.0,0.5804356561006321,-0.2944095291488975
2017-01-15,214947644,352454,417096,551601,278451,1446974193382590000000,1446974193382590000000,2.79387092639573e+18,235832,2.729537037037037,479.256373180926,113023989,1722955.83088952,7.30586108284492,0.12749280000000002,82.22432059,0.000348656334127684,0.0002016,1.169366783068658e+21,1.00049326696501,1386.5889103723146,749.7432377850381,46528925,563818,537220,1725125.55521011,1723038.05521011,3.0597206105695,3.2073229872493703,0.0215253,0.02432291,448380,167,517.910179640719,392,677067.658682635,113070299,16104762.5,0.580555732491122,-0.2911820040098887
2017-01-16,215272414,416502,473412,632222,324770,1446974193382590000000,1446974193382590000000,2.8199619299751803e+18,267471,3.095729166666666,478.96522239794405,128109307,2085724.40315605,7.797945957341268,0.16643726,103.64270285,0.000387491364858246,0.00021626,1.17326392983979e+21,1.00181208402922,1394.9075709214462,751.7844890998341,46561946,637316,604295,2087940.5458589,2085828.0458589,3.27614644204584,3.4516718587095805,0.02842557,0.0325136,448549,169,513.118343195266,344,758334.798816568,128158581,16106875.0,0.580405616640881,-0.2877127925826215
2017-01-17,215626417,436572,502217,656970,354003,1446974193382590000000,1446974193382590000000,2.6412264762121697e+18,292539,3.3858680555555565,486.06206010139397,142192109,2308656.09631046,7.89178911635881,0.1571477,109.39305302,0.000373943484526849,0.000226,1.1771610766109214e+21,1.0097319462113,1406.4567931239405,754.2475101761314,46617744,714357,658559,2310740.48936348,2308765.48936348,3.23471386066558,3.5057838240210497,0.02898065,0.034051,448707,158,547.841772151899,367,900242.0,142238236,16108850.0,0.580396097053839,-0.2246469436318548
2017-01-18,215979462,419010,500219,649905,353045,1446974193382590000000,1446974193382590000000,2.51106169891467e+18,296950,3.4369212962962963,451.381973396192,134037877,1933133.65573598,6.50996348117859,0.15073816,107.93626344,0.00036348295484088197,0.000226,1.1808878687438126e+21,1.0034947290846898,1413.8496774826262,756.7883901966961,46700034,699309,617019,1935116.59199942,1933241.59199942,2.76718388008654,3.1331962095161097,0.02885,0.039756900000000005,448857,150,576.24,467,893842.5066666671,134076376,16110725.0,0.580462556013377,-0.2405281189647664
2017-01-19,216342854,457248,516314,685636,363392,1446974193382590000000,1446974193382590000000,2.91027267487252e+18,300431,3.477210648148148,483.09933728543297,145138017,2601607.71447941,8.659584778133452,0.16463846,112.3957332,0.00037411496549956603,0.00021637,1.184614660876704e+21,1.00387451466339,1422.2159435735634,759.3931455430769,46720548,702109,681595,2603895.11021261,2601720.11021261,3.70867644512832,3.81710562755392,0.0295,0.03102046,449031,174,497.1954022988511,357,834368.74137931,145180161,16112900.0,0.5806315109801421,-0.2276216104717519
2017-01-20,216704027,430275,515992,663079,361173,1446974193382590000000,1446974193382590000000,3.17020950036875e+18,298188,3.45125,457.642376621462,136463465,2585946.87321695,8.672203016945371,0.15969660000000002,104.84963495,0.000351622583571438,0.00020462,1.1883414530095951e+21,1.00276275891869,1428.0181286503655,761.9467994597983,46785880,700338,635006,2588414.2228519,2586051.7228519,3.69594998822273,4.0724839180289605,0.028469900000000006,0.03657,449220,189,456.428571428571,273,722272.7936507941,136509558,16115262.5,0.580836745711003,-0.2339849182491981
2017-01-21,217027288,407168,484643,637014,323261,1446974193382590000000,1446974193382590000000,3.02193832718623e+18,263381,3.0483912037037038,476.13415546300695,125404690,1531106.14324054,5.8132748498961915,0.13503979,94.58963263,0.000359136128384356,0.00020340000000000004,1.192068245142486e+21,1.00791785155162,1438.981949068457,764.7135223867053,46850257,649012,584635,1533463.23287317,1531200.73287317,2.36276560814462,2.61907127160223,0.021668400000000004,0.03389629,449401,181,478.82320441989,316,693088.834254144,125449079,16117525.0,0.580713160982174,-0.2092583099399843
2017-01-22,217313168,362467,428804,564635,285880,1458045005654590000000,1687764360298540000000,2.96878042531272e+18,236712,2.7397222222222224,495.67101794585295,117331278,1133464.81695023,4.78837074989964,0.129574,87.11486550000002,0.00036802048692081496,0.00020340000000000004,1.197676210454408e+21,1.01116153047472,1450.8142033917127,767.5406996108047,46886995,581840,545102,1135726.93181573,1133551.93181573,1.95195746565332,2.07952260644014,0.01980162,0.02618495,449575,174,490.091954022988,344,674559.781609195,117373402,16119700.0,0.582779145522256,-0.20732744548402932
2017-01-23,217599507,414481,425638,620370,286339,1687764360298540000000,1687764360298540000000,2.68479668158888e+18,235392,2.7244444444444444,532.576863274895,125364333,1520981.65581649,6.46148405985117,0.17189742,109.01172711,0.000463107187627447,0.0002343,1.2032841757663298e+21,1.00692337198919,1463.8532541248749,770.3556051923982,46843311,573137,616821,1522815.6675436,1521090.6675436,2.65698370118069,2.46601634435858,0.02611488,0.01858257,449713,138,628.63768115942,448,908683.579710145,125398334,16121425.0,0.582642815872381,-0.21426368367015214
2017-01-24,217964599,483660,497833,723319,365092,1687764360298540000000,1687764360298540000000,2.89133657197942e+18,278028,3.2179166666666665,521.670432474431,145038987,1954067.47050103,7.028311790542508,0.15588778,143.1652105,0.000514930908038039,0.00025032,1.2088921410782518e+21,1.00628650470585,1475.2831641790194,773.0336571296843,46787824,655702,711189,1956073.13571153,1954210.63571153,2.9831739657824903,2.74780773565328,0.0302,0.01479552,449862,149,583.731543624161,481,973657.7046979872,145074998,16123287.5,0.5828123499332789,-0.2412869262364981
2017-01-25,218328940,473429,514612,711259,364341,1687764360298540000000,1687764360298540000000,2.93476280134536e+18,304578,3.525208333333333,483.132274819594,147151462,1928680.12810731,6.33230281933479,0.1479336,135.00808277,0.00044326275295655,0.0002431,1.2145001063901742e+21,1.00567108507411,1486.575234364537,775.5977550797473,46803750,710251,694325,1930677.63619008,1928815.13619008,2.71830329867908,2.7779716072301603,0.02793375,0.02841,450011,149,575.093959731544,356,987840.489932886,147188233,16125150.0,0.582971198710633,-0.23203035596734176
2017-01-26,218698077,497692,518101,721017,369137,1687764360298540000000,1687764360298540000000,3.00596906566017e+18,313600,3.6296296296296298,490.746597576531,153898133,2111114.34665566,6.73186972785591,0.13301459999999998,123.55631958,0.000393993366007653,0.0002339,1.2201080717020957e+21,1.00592570656175,1496.9882717786304,778.2450233363883,46794342,728897,738305,2113175.40297524,2111237.90297524,2.8991413093691496,2.85957416376055,0.0245894,0.025,450166,155,561.4709677419361,410,993137.709677419,153936345,16127087.5,0.5831380458401421,-0.2153704330576228
2017-01-27,219025046,463279,462775,662277,326969,1687764360298540000000,1687764360298540000000,3.3724340164408105e+18,263162,3.045856481481481,540.954685706915,142358717,1798017.13465934,6.83235852691241,0.14971458,114.04371837,0.000433359369399837,0.0002293,1.2257160370140175e+21,1.0043721332469,1505.4496905582364,780.9616957671892,46735445,629803,688700,1800256.17837771,1798131.17837771,2.8584433201774297,2.61090631389242,0.0272,0.01923077,450336,170,500.45882352941203,330,837679.805882353,142405567,16129212.5,0.583151711433235,-0.21133648561790985
2017-01-28,219338626,440055,461267,661087,313580,1687764360298540000000,1687764360298540000000,2.92954416769873e+18,246243,2.8500347222222224,541.484939673419,133336876,1247339.71816067,5.06548295042161,0.12849694,122.5350693,0.000497618487835187,0.00024,1.2313240023259394e+21,1.00412626500906,1518.0134062787695,783.7203803846512,46701841,619316,652920,1249362.25322997,1247462.25322997,2.01732597451053,1.9105897402897296,0.02,0.01154293,450488,152,576.118421052632,370,877465.684210526,133374784,16131112.5,0.583205266029422,-0.20857640585648707
2017-01-29,219637605,445081,438700,644540,298979,1687764360298540000000,1687764360298540000000,3.2395454073887304e+18,241460,2.794675925925926,596.347705624137,143994117,1373650.27661463,5.68893513051697,0.1148737,119.8377983,0.000496304971009691,0.0002431,1.2369319676378614e+21,1.01685665380999,1532.1430846108638,786.4625299878336,46629860,617637,689618,1375857.61441293,1373770.11441293,2.22761527306968,1.99207403868943,0.01617643,0.010658,450655,167,520.988023952096,349,862491.646706587,144036105,16133200.0,0.582492297951299,-0.21679426124105167
2017-01-30,219944444,441424,449314,644863,306839,1687764360298540000000,1687764360298540000000,2.82793125460182e+18,247264,2.861851851851852,556.090688494886,137501208,1460246.06620364,5.90561531886404,0.18740093,135.15608339,0.0005466063939352268,0.00026202,1.2425399329497832e+21,1.00435687933265,1547.0675434288323,789.0554098668052,46579973,612403,662290,1462181.22228703,1460381.22228703,2.38761276853156,2.2050479733757595,0.02661024,0.01924122,450799,144,596.819444444444,417,955111.8125,137536101,16135000.0,0.582516906891812,-0.2108815365622182
2017-01-31,220323536,449279,523016,677350,379092,1687764360298540000000,1687764360298540000000,2.80984008729779e+18,307538,3.5594675925925925,452.297644518728,139098713,1789810.61823374,5.81980314053447,0.16528552,145.66158893,0.000473637693325703,0.00029380000000000004,1.2476313503279478e+21,1.0087650150156602,1559.4429935849055,791.8009861653204,46663165,722405,639213,1791768.77982267,1789956.27982267,2.4802829158472903,2.80025011979209,0.03,0.03811929,450944,145,600.6620689655169,392,959546.324137931,139134217,16136812.5,0.582734799801886,-0.17082418888746442
2017-02-01,220753356,533343,599033,790447,429820,1687764360298540000000,1687764360298540000000,3.7579816441762703e+18,350368,4.055185185185185,527.1941672755502,184711966,2076393.69997687,5.926322323890459,0.13445368,154.9165724,0.000442153885057996,0.00025419,1.252722767706113e+21,1.00868135107338,1571.5425300703644,794.8437769726979,46723972,896356,835549,2078948.61654927,2076548.61654927,2.31933363144695,2.48525055568169,0.0254474,0.027213,451136,192,449.114583333333,310,962289.427083333,184759570,16139212.5,0.583139530207467,-0.1546732833879949
2017-02-02,221067475,440617,452444,639727,314119,1687764360298540000000,1687764360298540000000,3.0599804211198203e+18,259402,3.002337962962963,552.994572131298,143447898,1849580.86512611,7.13017195367088,0.18389648,142.30055361,0.0005485715361099758,0.0003,1.2578141850842772e+21,1.01083784255301,1585.8543057271374,798.0646402266267,46724705,671752,671019,1851685.66567972,1849723.16567972,2.756501902011029,2.75658836140215,0.02107223,0.02,451293,157,551.56050955414,345,913956.592356688,143491185,16141175.0,0.5830713611418821,-0.13730888083671433
2017-02-03,221476453,454582,560351,715688,408978,1687764360298540000000,1687764360298540000000,2.90509784303501e+18,323414,3.743217592592593,447.15210535103796,144615251,2436267.73960063,7.53296931982123,0.15819598,162.42120704,0.000502208336806694,0.0003085,1.2629056024624415e+21,1.01182419660618,1599.3311009320043,801.4367394015321,46867401,799170,656474,2438292.66080767,2436430.16080767,3.0510312709531897,3.71138866247203,0.02270044,0.0372431,451442,149,580.96644295302,366,970819.201342282,144652061,16143037.5,0.5826177352816,-0.12923235919675347
2017-02-04,221824301,430086,500095,655210,347848,1690377785669400000000,1813208778099860000000,2.8061426371661e+18,284634,3.294375,481.58455419942396,137075338,2116925.9314545,7.437361423633549,0.15669688,138.64644801,0.00048710430942895097,0.0002838,1.2689770543546793e+21,1.00630967812019,1616.0704772908484,804.8475544285792,46899967,677634,645068,2118864.57790251,2117064.57790251,3.12685694327988,3.28192466205502,0.02511692,0.02896633,451586,144,602.069444444444,416,952156.4236111108,137110525,16144837.5,0.582641799944699,-0.11427780471084248
2017-02-05,222179037,459498,510261,689322,354736,1813208778099860000000,1813208778099860000000,3.3418747837331804e+18,291942,3.3789583333333333,521.5897678305989,152273960,1798124.76359286,6.159184918897799,0.13360870000000002,136.17869567,0.00046645804875626,0.00028584,1.275048506246917e+21,1.00703697393888,1633.7391198938697,808.3018278598886,46840718,680397,739646,1800248.44228853,1798260.94228853,2.64587945315533,2.43124540968049,0.023112,0.02,451745,159,542.572327044025,389,957944.603773585,152313192,16146825.0,0.582427472823152,-0.13079761393446465
2017-02-06,222462445,408734,440397,619102,283408,1813208778099860000000,1813208778099860000000,2.63186670919532e+18,229902,2.6609027777777783,532.2668745813501,122369219,1677684.98635537,7.29739187286485,0.2449147,154.93020175,0.000673896711424868,0.00034073,1.2811199581391542e+21,1.01042944232475,1650.4936334025629,811.7691553359184,46863149,579818,557387,1679402.41655712,1677839.91655712,2.8964302877060004,3.01018846251728,0.026,0.03727707,451870,125,688.944,543,979201.32,122400165,16148387.5,0.582068604880849,-0.1243776351223964
2017-02-07,222872799,464612,557370,717402,410354,1813208778099860000000,1813208778099860000000,3.2154377626903e+18,325117,3.7629282407407407,439.10643552936097,142760967,2036845.26536537,6.26496081523082,0.1498,170.75671139,0.000525216187987709,0.00031043,1.2871914100313917e+21,1.01231094945968,1661.638586958484,815.470564359133,46941041,739419,661527,2038903.52207676,2037016.02207676,2.7574399928548803,3.0792636159624,0.03,0.03786405,452021,151,563.907284768212,369,945680.7549668872,142797794,16150275.0,0.5813630176559871,-0.0981060437106549
2017-02-08,223234302,428480,516472,665653,361503,1813208778099860000000,1813208778099860000000,3.02938058981976e+18,308170,3.566782407407408,455.23260862510597,140289033,1957843.96135117,6.353129640624091,0.17968722,157.14493504,0.0005099293735275982,0.0003164,1.2932628619236291e+21,1.00983727987102,1677.3171496093923,819.3060848174476,47005425,707090,642706,1959826.10628621,1958001.10628621,2.77167843737884,3.04649576367142,0.02990303,0.0386,452167,146,598.541095890411,414,961128.7191780821,140324793,16152100.0,0.581441335925319,-0.09823041358510187
2017-02-09,223644272,501606,574982,758508,409970,1813208778099860000000,1813208778099860000000,3.50476689006298e+18,346375,4.008969907407407,466.33992060629004,161528490,3194732.18649832,9.223333631174947,0.15090839999999994,174.18568718,0.000502881810696499,0.00031137,1.2993343138158666e+21,1.00392917686454,1689.8111320566259,822.8749387949733,47049229,786423,742619,3197018.8721855,3194906.3721855,4.06526623990586,4.30221469176726,0.02855253,0.03793132,452336,169,517.355029585799,392,956030.3195266272,161569124,16154212.5,0.580819686938977,-0.15410796305757568
2017-02-10,223997281,432970,507459,658320,353009,1813208778099860000000,1813208778099860000000,3.09953822802381e+18,301642,3.491226851851852,471.396393738274,142192951,2742097.54007808,9.09056941698449,0.16859542,139.77915541,0.00046339420707328495,0.00031011,1.3054057657081038e+21,1.00527168308389,1708.156109912524,825.9475265065182,47105765,702696,646160,2744074.81923349,2742237.31923349,3.9050667987771,4.24389829025858,0.02937994,0.04032609,452483,147,584.993197278912,432,967545.204081633,142229145,16156050.0,0.580777281685114,-0.1445639935757419
2017-02-11,224309585,406324,474671,628942,312304,1813208778099860000000,1813208778099860000000,2.91894168922208e+18,262547,3.0387384259259265,510.06001592096703,133914727,1416287.81804447,5.39441630658324,0.13312907,117.08000976,0.000445939240440759,0.00029061,1.3114772176003418e+21,1.00452572287335,1724.1342149621255,829.18769507095,47133300,637608,610073,1418142.39805423,1416404.89805423,2.22416029606628,2.32169740023609,0.02037191,0.027225,452622,139,621.187050359712,415,963661.3021582728,133948921,16157787.5,0.580854285118829,-0.1292913187788406
2017-02-12,224587623,371179,422082,568387,278038,1813208778099860000000,1813208778099860000000,2.93081059567715e+18,237604,2.750046296296296,513.92309472905,122110183,953147.05700855,4.01149415417481,0.13279985,102.51055926,0.000431434484520463,0.0002712,1.3175486694925793e+21,1.00903983566565,1737.9285042898562,832.4222141725153,47136822,570537,567015,954999.56756781,953249.56756781,1.673860884689,1.68117169310831,0.02,0.023,452762,140,618.671428571429,437,872459.2142857141,122144290,16159537.5,0.580719569042345,-0.13762371819100114
2017-02-13,224928017,441315,503143,669483,340394,1813208778099860000000,1813208778099860000000,3.44788883376432e+18,288127,3.3348032407407406,514.929826083621,148365186,1588900.37313021,5.51458340638069,0.1706967,136.77242215,0.00047469491630426907,0.00027713,1.3230397790896922e+21,1.00857670346093,1751.7423101468396,835.5695944688972,47135202,682406,684026,1591074.64555236,1589037.14555236,2.33156602602021,2.32306541791154,0.02727479,0.02768297,452925,163,525.889570552147,348,910462.159509202,148405332,16161575.0,0.580512501906546,-0.14224529351432158
2017-02-14,225295153,435565,530228,675327,367136,1813208778099860000000,1813208778099860000000,3.53623314868013e+18,314915,3.644849537037037,474.662439070876,149478322,1922916.48186685,6.10614445760533,0.172782,140.99131586,0.00044771229017353896,0.00028609,1.3285308886868057e+21,1.00583198224099,1763.0662532016709,838.667007343323,47192257,726430,669375,1925169.97318271,1923057.47318271,2.65017960874784,2.8729149926165496,0.03,0.0389147,453094,169,512.751479289941,378,884733.2662721891,149519922,16163687.5,0.5807825067465171,-0.1330142748400066
2017-02-15,225638714,403916,495872,630934,343561,1813208778099860000000,1813208778099860000000,2.9743676849967e+18,294647,3.4102662037037037,443.372622154662,130638413,1748476.13475862,5.93413859553513,0.17572841,134.04888989,0.000454947411275187,0.0003,1.3340219982839184e+21,1.00346806312646,1774.4922535951978,841.6312560881456,47279399,677725,590583,1750347.68364851,1748610.18364851,2.58268129941868,2.9608203819759704,0.030125,0.041395,453233,139,609.611510791367,403,940088.316546763,130672276,16165425.0,0.580991178098286,-0.13245063045295336
2017-02-16,225971207,455207,489192,670715,332493,1813208778099860000000,1813208778099860000000,3.07617016451973e+18,283052,3.2760648148148146,519.442003589435,147029098,2984423.56204443,10.5437289333565,0.19771107,169.87720101,0.000600162517876574,0.0003314,1.3395131078810314e+21,1.00414890782139,1787.8194319664615,844.7057502041079,47264870,670289,684818,2986480.93924544,2984593.43924544,4.45551238233871,4.35822866695301,0.03010538,0.0253314,453384,151,589.437086092715,411,973947.5231788079,147066076,16167312.5,0.5815582624667021,-0.11373647865666656
2017-02-17,226349593,443822,550065,695635,378386,1813208778099860000000,1813208778099860000000,3.17067960780386e+18,319616,3.69925925925926,457.71385037044297,146292670,2499892.61331226,7.82155027693308,0.17131766,165.84442388,0.000518886488411093,0.00032204,1.3450042174781443e+21,1.01065412281108,1803.5231276057325,847.7829620732595,47412662,805209,657417,2501945.95773614,2500058.45773614,3.1072006866989303,3.8028503335571497,0.02948929,0.0395463,453535,151,571.867549668874,414,969075.1986754972,146330355,16169200.0,0.581289553039485,-0.09752242546289812
2017-02-18,226689403,458794,510368,689407,339810,1859259138133600000000,1893135265054980000000,3.2486647109199e+18,285992,3.3100925925925933,507.78385059721603,145222119,1246517.13010967,4.35857342201765,0.1279807,152.22901802,0.000532284182844275,0.0003164,1.3511197527545938e+21,1.01079193481302,1815.5042953877216,851.0229570673489,47424596,692025,680091,1248556.85912769,1246669.35912769,1.80420773689923,1.83309198199607,0.02040105,0.02337257,453686,151,572.76821192053,404,961979.033112583,145258834,16171087.5,0.581474649887722,-0.09117388068431807
2017-02-19,226994888,385652,459022,597225,305485,1893135265054980000000,1893135265054980000000,2.9359086813111e+18,251587,2.9118865740740736,495.67528131422205,124705457,1417450.84938632,5.63403852101393,0.1410886,129.44377921,0.000514509013621531,0.0003164,1.3572352880310446e+21,1.00638235367582,1829.7097918260556,854.2518886176732,47461059,610335,573872,1419255.29316553,1417580.29316553,2.32537097358915,2.47020292533097,0.02,0.02489,453820,134,644.820895522388,490,930882.358208955,124738236,16172762.5,0.5814406610615771,-0.09519557791816913
2017-02-20,227327956,428902,503936,657670,333068,1893135265054980000000,1893135265054980000000,3.25575796820907e+18,282580,3.270601851851852,498.12564229598297,140760344,1559268.00066661,5.5179701347108,0.18837389,159.91401438,0.000565907050675915,0.00032204,1.3633508233074943e+21,1.00738556034718,1839.337336266524,857.3127562000368,47501548,689042,648553,1561277.91468099,1559427.91468099,2.26586755913426,2.4044725946545498,0.02529356,0.03108254,453968,148,581.472972972973,400,951329.385135135,140796749,16174612.5,0.5813716837031171,-0.07036137199287884
2017-02-21,227660632,415997,487693,645613,332676,1893135265054980000000,1893135265054980000000,3.01357295457005e+18,278952,3.228611111111112,469.68756273480005,131020285,1752257.59260107,6.2815738643245185,0.2090198,165.81707207,0.000594428690491554,0.00034628,1.369466358583944e+21,1.01415861788212,1849.6414308771725,860.7097878889375,47567365,661007,595190,1754148.40967314,1752423.40967314,2.65375163904944,2.94430922843654,0.03144115,0.0452,454106,138,628.202898550725,446,949667.442028985,131054107,16176337.5,0.581728715093306,-0.035624717876440726
2017-02-22,227995802,403324,489229,634519,335170,1893135265054980000000,1893135265054980000000,3.0521240998818504e+18,282056,3.264537037037037,477.96754190655196,134813613,2546996.99811318,9.03011103508937,0.20010152,182.03570523,0.000645388522952889,0.00040680000000000013,1.3755818938603932e+21,1.01465868322376,1861.5246180517267,864.3046380179262,47633667,666336,600034,2548904.03381841,2547179.03381841,3.82525337640232,4.245057836419971,0.03097806,0.04,454244,138,620.268115942029,398,977160.2971014492,134848121,16178050.0,0.581611446056457,-0.033064594790307315
2017-02-23,228384305,447267,551342,700610,388503,1893135265054980000000,1893135265054980000000,3.27052978633658e+18,325763,3.7704050925925934,442.24158974470004,144065947,3340871.8322446,10.2555288115735,0.16654978,211.65472424,0.000649719962795038,0.0004187,1.3816974291368432e+21,1.0091480510658,1869.519681857516,868.3500132422687,47732602,747364,648429,3342958.48696884,3341083.48696884,4.47299908340353,5.1525818354343205,0.03011,0.04474607,454394,150,578.846666666667,416,960712.38,144106857,16179937.5,0.5819801279398841,-0.014175776325576315
