,stock,463d-daily-flow,463-day-flow,463-day-sf
05.07.2009,942900.0,,,
06.07.2009,947100.0,,,
07.07.2009,950550.0,,,
08.07.2009,954250.0,,,
09.07.2009,958550.0,,,
10.07.2009,962600.0,,,
11.07.2009,966750.0,,,
12.07.2009,970600.0,,,
13.07.2009,974500.0,,,
14.07.2009,977950.0,,,
15.07.2009,980200.0,,,
16.07.2009,983750.0,,,
17.07.2009,986100.0,,,
18.07.2009,986300.0,,,
19.07.2009,989800.0,,,
20.07.2009,993300.0,,,
21.07.2009,997400.0,,,
22.07.2009,1000400.0,,,
23.07.2009,1004200.0,,,
24.07.2009,1007850.0,,,
25.07.2009,1009450.0,,,
26.07.2009,1010500.0,,,
27.07.2009,1014200.0,,,
28.07.2009,1016250.0,,,
29.07.2009,1017200.0,,,
30.07.2009,1017950.0,,,
31.07.2009,1018800.0,,,
01.08.2009,1020200.0,,,
02.08.2009,1021350.0,,,
03.08.2009,1021950.0,,,
04.08.2009,1026000.0,,,
05.08.2009,1030350.0,,,
06.08.2009,1034850.0,,,
07.08.2009,1038850.0,,,
08.08.2009,1042850.0,,,
09.08.2009,1047900.0,,,
10.08.2009,1051650.0,,,
11.08.2009,1055150.0,,,
12.08.2009,1058300.0,,,
13.08.2009,1062550.0,,,
14.08.2009,1065700.0,,,
15.08.2009,1067000.0,,,
16.08.2009,1067950.0,,,
17.08.2009,1068800.0,,,
18.08.2009,1069300.0,,,
19.08.2009,1070200.0,,,
20.08.2009,1071300.0,,,
21.08.2009,1072000.0,,,
22.08.2009,1072350.0,,,
23.08.2009,1073100.0,,,
24.08.2009,1073850.0,,,
25.08.2009,1076350.0,,,
26.08.2009,1078750.0,,,
27.08.2009,1080200.0,,,
28.08.2009,1083950.0,,,
29.08.2009,1087850.0,,,
30.08.2009,1092700.0,,,
31.08.2009,1097000.0,,,
01.09.2009,1100900.0,,,
02.09.2009,1104200.0,,,
03.09.2009,1107250.0,,,
04.09.2009,1110450.0,,,
05.09.2009,1114250.0,,,
06.09.2009,1117650.0,,,
07.09.2009,1121550.0,,,
08.09.2009,1125000.0,,,
09.09.2009,1127700.0,,,
10.09.2009,1131050.0,,,
11.09.2009,1134400.0,,,
12.09.2009,1137850.0,,,
13.09.2009,1141550.0,,,
14.09.2009,1145300.0,,,
15.09.2009,1147500.0,,,
16.09.2009,1151100.0,,,
17.09.2009,1155300.0,,,
18.09.2009,1159200.0,,,
19.09.2009,1162900.0,,,
20.09.2009,1166800.0,,,
21.09.2009,1170250.0,,,
22.09.2009,1171500.0,,,
23.09.2009,1173300.0,,,
24.09.2009,1178150.0,,,
25.09.2009,1182700.0,,,
26.09.2009,1187700.0,,,
27.09.2009,1192050.0,,,
28.09.2009,1196300.0,,,
29.09.2009,1200700.0,,,
30.09.2009,1204950.0,,,
01.10.2009,1209050.0,,,
02.10.2009,1212650.0,,,
03.10.2009,1215550.0,,,
04.10.2009,1218200.0,,,
05.10.2009,1220950.0,,,
06.10.2009,1223100.0,,,
07.10.2009,1226100.0,,,
08.10.2009,1229600.0,,,
09.10.2009,1233600.0,,,
10.10.2009,1237400.0,,,
11.10.2009,1241100.0,,,
12.10.2009,1244000.0,,,
13.10.2009,1246850.0,,,
14.10.2009,1250300.0,,,
15.10.2009,1253850.0,,,
16.10.2009,1256850.0,,,
17.10.2009,1259700.0,,,
18.10.2009,1263400.0,,,
19.10.2009,1269000.0,,,
20.10.2009,1273750.0,,,
21.10.2009,1277750.0,,,
22.10.2009,1282250.0,,,
23.10.2009,1286700.0,,,
24.10.2009,1289800.0,,,
25.10.2009,1293600.0,,,
26.10.2009,1297150.0,,,
27.10.2009,1300350.0,,,
28.10.2009,1303650.0,,,
29.10.2009,1305950.0,,,
30.10.2009,1308950.0,,,
31.10.2009,1311250.0,,,
01.11.2009,1312500.0,,,
02.11.2009,1314150.0,,,
03.11.2009,1317250.0,,,
04.11.2009,1320400.0,,,
05.11.2009,1323250.0,,,
06.11.2009,1326350.0,,,
07.11.2009,1329800.0,,,
08.11.2009,1333450.0,,,
09.11.2009,1336650.0,,,
10.11.2009,1340550.0,,,
11.11.2009,1343750.0,,,
12.11.2009,1347050.0,,,
13.11.2009,1351050.0,,,
14.11.2009,1355000.0,,,
15.11.2009,1359800.0,,,
16.11.2009,1364650.0,,,
17.11.2009,1369250.0,,,
18.11.2009,1373200.0,,,
19.11.2009,1376700.0,,,
20.11.2009,1381000.0,,,
21.11.2009,1384650.0,,,
22.11.2009,1389950.0,,,
23.11.2009,1394750.0,,,
24.11.2009,1399400.0,,,
25.11.2009,1403900.0,,,
26.11.2009,1408100.0,,,
27.11.2009,1411800.0,,,
28.11.2009,1415350.0,,,
29.11.2009,1418350.0,,,
30.11.2009,1422100.0,,,
01.12.2009,1425750.0,,,
02.12.2009,1430450.0,,,
03.12.2009,1434850.0,,,
04.12.2009,1436650.0,,,
05.12.2009,1439850.0,,,
06.12.2009,1445000.0,,,
07.12.2009,1450600.0,,,
08.12.2009,1455850.0,,,
09.12.2009,1460650.0,,,
10.12.2009,1465850.0,,,
11.12.2009,1471450.0,,,
12.12.2009,1476950.0,,,
13.12.2009,1482650.0,,,
14.12.2009,1487750.0,,,
15.12.2009,1493250.0,,,
16.12.2009,1500050.0,,,
17.12.2009,1508500.0,,,
18.12.2009,1519750.0,,,
19.12.2009,1529650.0,,,
20.12.2009,1538400.0,,,
21.12.2009,1547150.0,,,
22.12.2009,1555250.0,,,
23.12.2009,1562950.0,,,
24.12.2009,1570650.0,,,
25.12.2009,1578100.0,,,
26.12.2009,1586800.0,,,
27.12.2009,1595150.0,,,
28.12.2009,1602000.0,,,
29.12.2009,1610550.0,,,
30.12.2009,1617600.0,,,
31.12.2009,1624500.0,,,
01.01.2010,1631150.0,,,
02.01.2010,1637400.0,,,
03.01.2010,1646700.0,,,
04.01.2010,1655750.0,,,
05.01.2010,1665650.0,,,
06.01.2010,1673800.0,,,
07.01.2010,1681500.0,,,
08.01.2010,1689150.0,,,
09.01.2010,1696700.0,,,
10.01.2010,1706200.0,,,
11.01.2010,1714150.0,,,
12.01.2010,1722100.0,,,
13.01.2010,1730300.0,,,
14.01.2010,1737450.0,,,
15.01.2010,1744500.0,,,
16.01.2010,1750750.0,,,
17.01.2010,1757300.0,,,
18.01.2010,1763550.0,,,
19.01.2010,1769750.0,,,
20.01.2010,1777650.0,,,
21.01.2010,1786400.0,,,
22.01.2010,1793050.0,,,
23.01.2010,1801050.0,,,
24.01.2010,1808750.0,,,
25.01.2010,1819300.0,,,
26.01.2010,1829050.0,,,
27.01.2010,1837250.0,,,
28.01.2010,1846100.0,,,
29.01.2010,1855950.0,,,
30.01.2010,1866450.0,,,
31.01.2010,1874700.0,,,
01.02.2010,1883900.0,,,
02.02.2010,1891150.0,,,
03.02.2010,1904650.0,,,
04.02.2010,1916100.0,,,
05.02.2010,1927250.0,,,
06.02.2010,1936850.0,,,
07.02.2010,1947700.0,,,
08.02.2010,1957700.0,,,
09.02.2010,1968050.0,,,
10.02.2010,1976450.0,,,
11.02.2010,1984900.0,,,
12.02.2010,1994050.0,,,
13.02.2010,2005650.0,,,
14.02.2010,2016050.0,,,
15.02.2010,2024850.0,,,
16.02.2010,2034600.0,,,
17.02.2010,2046550.0,,,
18.02.2010,2056950.0,,,
19.02.2010,2066550.0,,,
20.02.2010,2076950.0,,,
21.02.2010,2088100.0,,,
22.02.2010,2101100.0,,,
23.02.2010,2113600.0,,,
24.02.2010,2122150.0,,,
25.02.2010,2129850.0,,,
26.02.2010,2138450.0,,,
27.02.2010,2147050.0,,,
28.02.2010,2154850.0,,,
01.03.2010,2164600.0,,,
02.03.2010,2174000.0,,,
03.03.2010,2181600.0,,,
04.03.2010,2190850.0,,,
05.03.2010,2199400.0,,,
06.03.2010,2208250.0,,,
07.03.2010,2217200.0,,,
08.03.2010,2223450.0,,,
09.03.2010,2230750.0,,,
10.03.2010,2238850.0,,,
11.03.2010,2245500.0,,,
12.03.2010,2251550.0,,,
13.03.2010,2259200.0,,,
14.03.2010,2265450.0,,,
15.03.2010,2272200.0,,,
16.03.2010,2278500.0,,,
17.03.2010,2285300.0,,,
18.03.2010,2292300.0,,,
19.03.2010,2299950.0,,,
20.03.2010,2309550.0,,,
21.03.2010,2318700.0,,,
22.03.2010,2327650.0,,,
23.03.2010,2338000.0,,,
24.03.2010,2346550.0,,,
25.03.2010,2355900.0,,,
26.03.2010,2365750.0,,,
27.03.2010,2374650.0,,,
28.03.2010,2383950.0,,,
29.03.2010,2393700.0,,,
30.03.2010,2404450.0,,,
31.03.2010,2414900.0,,,
01.04.2010,2423300.0,,,
02.04.2010,2431100.0,,,
03.04.2010,2439150.0,,,
04.04.2010,2447700.0,,,
05.04.2010,2455350.0,,,
06.04.2010,2463300.0,,,
07.04.2010,2472950.0,,,
08.04.2010,2482100.0,,,
09.04.2010,2491550.0,,,
10.04.2010,2504550.0,5409.2872570194395,,
11.04.2010,2515700.0,5433.369330453564,2515650.0,1.0000198755788763
12.04.2010,2525850.0,5455.291576673866,2525800.0,1.0000197957082904
13.04.2010,2535300.0,5475.701943844492,2535250.0,1.000019721920915
14.04.2010,2544300.0,5495.1403887688975,2544250.0,1.0000196521568243
15.04.2010,2555100.0,5518.466522678184,2555050.0,1.0000195690886675
16.04.2010,2565200.0,5540.280777537797,2565150.0,1.0000194920375027
17.04.2010,2576250.0,5562.634989200864,2575500.0,1.0002912055911473
18.04.2010,2588500.0,5582.505399568035,2584700.0,1.001470189964019
19.04.2010,2600100.0,5597.516198704104,2591650.0,1.0032604711284316
20.04.2010,2610350.0,5609.50323974082,2597200.0,1.0050631449253042
21.04.2010,2621300.0,5619.870410367171,2602000.0,1.0074173712528824
22.04.2010,2629250.0,5623.110151187905,2603500.0,1.009890531976186
23.04.2010,2636750.0,5625.701943844492,2604700.0,1.0123046800015356
24.04.2010,2645100.0,5632.07343412527,2607650.0,1.0143615899373
25.04.2010,2653050.0,5637.473002159827,2610150.0,1.0164358370208608
26.04.2010,2661250.0,5643.628509719222,2613000.0,1.0184653654802909
27.04.2010,2670250.0,5650.647948164146,2616250.0,1.0206402293358816
28.04.2010,2679250.0,5657.775377969762,2619550.0,1.0227901738848275
29.04.2010,2686600.0,5662.634989200864,2621800.0,1.0247158440765887
30.04.2010,2693800.0,5668.3585313174935,2624450.0,1.026424584198594
01.05.2010,2702950.0,5679.049676025918,2629400.0,1.027972160949266
02.05.2010,2710700.0,5674.082073434125,2627100.0,1.0318221613185643
03.05.2010,2718600.0,5670.518358531317,2625450.0,1.0354796320630748
04.05.2010,2725450.0,5674.946004319654,2627500.0,1.037278782112274
05.05.2010,2732300.0,5679.2656587473,2629500.0,1.0390948849591177
06.05.2010,2739750.0,5683.261339092874,2631350.0,1.0411955840158094
07.05.2010,2746350.0,5684.4492440604745,2631900.0,1.043485694745241
08.05.2010,2754050.0,5688.444924406049,2633750.0,1.0456763170384433
09.05.2010,2761200.0,5688.984881209503,2634000.0,1.0482915717539862
10.05.2010,2767600.0,5690.6047516198705,2634750.0,1.0504222411993547
11.05.2010,2773150.0,5688.7688984881215,2633900.0,1.0528683700975738
12.05.2010,2779500.0,5687.473002159827,2633300.0,1.0555196901226598
13.05.2010,2785900.0,5688.444924406049,2633750.0,1.0577693402942572
14.05.2010,2792050.0,5688.120950323974,2633600.0,1.0601647934386391
15.05.2010,2796600.0,5684.773218142549,2632050.0,1.062517809312133
16.05.2010,2802250.0,5683.045356371489,2631250.0,1.0649881235154395
17.05.2010,2809400.0,5684.233261339093,2631800.0,1.0674823314841553
18.05.2010,2817800.0,5687.904967602592,2633500.0,1.069982912473894
19.05.2010,2825950.0,5692.54859611231,2635650.0,1.0722023030372014
20.05.2010,2836150.0,5700.215982721383,2639200.0,1.0746248863291907
21.05.2010,2844950.0,5706.371490280778,2642050.0,1.0767964270168997
22.05.2010,2854700.0,5714.038876889848,2645600.0,1.079036891442395
23.05.2010,2865250.0,5722.138228941684,2649350.0,1.0814916866401192
24.05.2010,2874650.0,5728.617710583153,2652350.0,1.0838124681885875
25.05.2010,2885150.0,5738.120950323974,2656750.0,1.08596969982121
26.05.2010,2896300.0,5749.568034557236,2662050.0,1.0879960932364154
27.05.2010,2905900.0,5757.559395248381,2665750.0,1.090087217481009
28.05.2010,2917050.0,5768.2505399568045,2670700.0,1.0922417343767552
29.05.2010,2926250.0,5774.946004319654,2673800.0,1.094416186700576
30.05.2010,2933700.0,5778.725701943845,2675550.0,1.0964848348937601
31.05.2010,2940800.0,5780.993520518358,2676600.0,1.0987073152506912
01.06.2010,2947550.0,5783.909287257019,2677950.0,1.100674023040012
02.06.2010,2954900.0,5788.336933045356,2680000.0,1.1025746268656715
03.06.2010,2962500.0,5793.412526997839,2682350.0,1.1044420004846496
04.06.2010,2968750.0,5795.356371490281,2683250.0,1.1064008199012392
05.06.2010,2976000.0,5798.5961123110155,2684750.0,1.1084830989850079
06.06.2010,2983400.0,5803.887688984882,2687200.0,1.1102262578148259
07.06.2010,2991250.0,5809.50323974082,2689800.0,1.1120715294817458
08.06.2010,2999250.0,5815.11879049676,2692400.0,1.1139689496360126
09.06.2010,3007650.0,5821.9222462203015,2695550.0,1.1157834208232087
10.06.2010,3015650.0,5827.969762419008,2698350.0,1.1175903793058721
11.06.2010,3024050.0,5834.017278617711,2701150.0,1.1195416766932602
12.06.2010,3030800.0,5835.961123110152,2702050.0,1.1216668825521363
13.06.2010,3039450.0,5842.872570194383,2705250.0,1.123537565844192
14.06.2010,3047450.0,5847.732181425486,2707500.0,1.1255586334256695
15.06.2010,3056650.0,5855.939524838012,2711300.0,1.1273743222808248
16.06.2010,3063750.0,5859.719222462203,2713050.0,1.1292641123458838
17.06.2010,3071050.0,5863.174946004319,2714650.0,1.1312876429742325
18.06.2010,3078550.0,5866.6306695464355,2716250.0,1.133382420616659
19.06.2010,3086050.0,5870.626349892009,2718100.0,1.1353702954269527
20.06.2010,3095300.0,5878.725701943845,2721850.0,1.137204474897588
21.06.2010,3103000.0,5882.07343412527,2723400.0,1.1393845927884263
22.06.2010,3110800.0,5885.853131749461,2725150.0,1.1415151459552686
23.06.2010,3120150.0,5893.736501079915,2728800.0,1.1434146877748461
24.06.2010,3128600.0,5899.676025917926,2731550.0,1.1453570317219162
25.06.2010,3136100.0,5902.699784017279,2732950.0,1.1475145904608572
26.06.2010,3144050.0,5907.127429805617,2735000.0,1.1495612431444242
27.06.2010,3152950.0,5920.950323974082,2741400.0,1.1501240242212007
28.06.2010,3160550.0,5924.51403887689,2743050.0,1.152202839904486
29.06.2010,3169000.0,5928.725701943845,2745000.0,1.1544626593806921
30.06.2010,3178100.0,5937.041036717063,2748850.0,1.156156210779053
01.07.2010,3188600.0,5947.084233261339,2753500.0,1.158017069184674
02.07.2010,3197000.0,5952.591792656587,2756050.0,1.159993468913844
03.07.2010,3207600.0,5964.038876889848,2761350.0,1.1616057363246237
04.07.2010,3215900.0,5969.114470842333,2763700.0,1.1636212324058328
05.07.2010,3224800.0,5975.809935205183,2766800.0,1.1655341911233195
06.07.2010,3233300.0,5981.209503239741,2769300.0,1.1675513667713864
07.07.2010,3241100.0,5986.177105831534,2771600.0,1.1693967383460817
08.07.2010,3248650.0,5990.172786177106,2773450.0,1.1713389460779895
09.07.2010,3258600.0,5999.244060475163,2777650.0,1.1731499648983854
10.07.2010,3268500.0,6008.099352051836,2781750.0,1.1749797789161498
11.07.2010,3277450.0,6015.226781857451,2785050.0,1.17680113462954
12.07.2010,3310400.0,6072.354211663066,2811500.0,1.1774497599146363
13.07.2010,3345000.0,6135.3131749460035,2840650.0,1.1775473923221798
14.07.2010,3373900.0,6186.933045356372,2864550.0,1.1778115236250022
15.07.2010,3405050.0,6242.872570194383,2890450.0,1.1780345620924078
16.07.2010,3430350.0,6286.825053995681,2910800.0,1.1784904493610004
17.07.2010,3439000.0,6293.844492440606,2914050.0,1.180144472469587
18.07.2010,3447600.0,6299.4600431965455,2916650.0,1.1820410402345156
19.07.2010,3456300.0,6305.507559395249,2919450.0,1.1838873760468582
20.07.2010,3465350.0,6312.634989200864,2922750.0,1.1856470789496194
21.07.2010,3475700.0,6321.598272138229,2926900.0,1.187502135365062
22.07.2010,3484500.0,6328.401727861771,2930050.0,1.189228852749953
23.07.2010,3494200.0,6336.0691144708435,2933600.0,1.191096263976002
24.07.2010,3503650.0,6344.38444924406,2937450.0,1.1927522170590137
25.07.2010,3515200.0,6355.723542116631,2942700.0,1.194549223502226
26.07.2010,3527350.0,6369.114470842333,2948900.0,1.1961578893824816
27.07.2010,3535650.0,6374.190064794817,2951250.0,1.1980177890724268
28.07.2010,3543550.0,6377.969762419008,2953000.0,1.1999830680663732
29.07.2010,3552600.0,6384.4492440604745,2956000.0,1.201826792963464
30.07.2010,3561700.0,6396.0043196544275,2961350.0,1.2027284853191957
31.07.2010,3571850.0,6405.507559395249,2965750.0,1.2043665177442469
01.08.2010,3583800.0,6418.574514038877,2971800.0,1.2059357964869777
02.08.2010,3595900.0,6432.6133909287255,2978300.0,1.2073666185407783
03.08.2010,3607250.0,6445.896328293737,2984450.0,1.208681666638744
04.08.2010,3619400.0,6459.50323974082,2990750.0,1.210198110841762
05.08.2010,3630300.0,6469.2224622030235,2995250.0,1.2120190301310407
06.08.2010,3637650.0,6470.950323974082,2996050.0,1.2141486290282204
07.08.2010,3645400.0,6474.6220302375805,2997750.0,1.2160453673588525
08.08.2010,3655350.0,6482.505399568035,3001400.0,1.2178816552275604
09.08.2010,3664850.0,6491.5766738660905,3005600.0,1.2193405642800106
10.08.2010,3674400.0,6498.380129589633,3008750.0,1.2212380556709597
11.08.2010,3686050.0,6508.963282937364,3013650.0,1.2231181457700795
12.08.2010,3696900.0,6517.818574514039,3017750.0,1.2250517769861653
13.08.2010,3707650.0,6527.969762419008,3022450.0,1.2267035021257588
14.08.2010,3721700.0,6546.652267818576,3031100.0,1.227838078585332
15.08.2010,3732050.0,6560.583153347732,3037550.0,1.2286382117166796
16.08.2010,3739400.0,6567.278617710584,3040650.0,1.2298028382089357
17.08.2010,3745850.0,6568.2505399568045,3041100.0,1.2317418039525172
18.08.2010,3752500.0,6568.574514038877,3041250.0,1.2338676531031647
19.08.2010,3759250.0,6571.166306695464,3042450.0,1.235599599007379
20.08.2010,3768900.0,6576.997840172786,3045150.0,1.2376730210334466
21.08.2010,3777550.0,6580.993520518358,3047000.0,1.2397604200853298
22.08.2010,3788150.0,6591.036717062636,3051650.0,1.2413448462307277
23.08.2010,3798800.0,6600.323974082074,3055950.0,1.24308316562771
24.08.2010,3809550.0,6610.799136069115,3060800.0,1.2446255880815473
25.08.2010,3820350.0,6624.838012958962,3067300.0,1.2455090796465946
26.08.2010,3830850.0,6634.557235421165,3071800.0,1.2471026759554658
27.08.2010,3839400.0,6644.168466522679,3076250.0,1.2480780170662333
28.08.2010,3847900.0,6655.939524838012,3081700.0,1.2486290034721095
29.08.2010,3856000.0,6669.978401727863,3088200.0,1.2486237937957385
30.08.2010,3863450.0,6675.269978401729,3090650.0,1.2500444890233446
31.08.2010,3872650.0,6683.3693304535645,3094400.0,1.251502714581179
01.09.2010,3880500.0,6686.825053995681,3096000.0,1.253391472868217
02.09.2010,3888300.0,6690.820734341252,3097850.0,1.2551608373549397
03.09.2010,3896500.0,6698.272138228942,3101300.0,1.2564086028439687
04.09.2010,3905550.0,6706.371490280778,3105050.0,1.2578058324342603
05.09.2010,3913800.0,6712.419006479482,3107850.0,1.2593271876055794
06.09.2010,3921700.0,6719.114470842333,3110950.0,1.2606117102492809
07.09.2010,3929700.0,6728.725701943845,3115400.0,1.2613789561533029
08.09.2010,3937950.0,6734.557235421165,3118100.0,1.2629325550816202
09.09.2010,3944700.0,6741.4686825054005,3121300.0,1.263800339602089
10.09.2010,3953550.0,6753.455723542117,3126850.0,1.2643874826102948
11.09.2010,3961550.0,6767.494600431965,3133350.0,1.2643177429907289
12.09.2010,3970400.0,6783.585313174946,3140800.0,1.2641365257259296
13.09.2010,3978950.0,6800.323974082074,3148550.0,1.263740451954074
14.09.2010,3989100.0,6813.390928725702,3154600.0,1.2645343308184873
15.09.2010,3997550.0,6821.8142548596115,3158500.0,1.2656482507519393
16.09.2010,4008500.0,6836.609071274298,3165350.0,1.266368648016807
17.09.2010,4018900.0,6849.4600431965455,3171300.0,1.2672720966165294
18.09.2010,4030750.0,6865.766738660907,3178850.0,1.2679899963823396
19.09.2010,4041200.0,6879.9136069114475,3185400.0,1.2686632761976517
20.09.2010,4051350.0,6894.060475161988,3191950.0,1.2692398063879446
21.09.2010,4059950.0,6903.563714902808,3196350.0,1.2701831776870494
22.09.2010,4068650.0,6914.6868250539965,3201500.0,1.2708574105887864
23.09.2010,4080350.0,6931.425485961123,3209250.0,1.2714341357014878
24.09.2010,4091750.0,6947.408207343413,3216650.0,1.2720532230736947
25.09.2010,4102100.0,6960.36717062635,3222650.0,1.272896529253875
26.09.2010,4112350.0,6974.082073434125,3229000.0,1.2735676680086714
27.09.2010,4123800.0,6990.064794816415,3236400.0,1.2741935483870968
28.09.2010,4134400.0,7004.751619870412,3243200.0,1.2747903305377406
29.09.2010,4142600.0,7014.25485961123,3247600.0,1.2755881266165785
30.09.2010,4149900.0,7019.76241900648,3250150.0,1.2768333769210651
01.10.2010,4157600.0,7029.049676025918,3254450.0,1.2775123292722272
02.10.2010,4162600.0,7030.129589632829,3254950.0,1.2788522097113626
03.10.2010,4168700.0,7034.233261339093,3256850.0,1.2799791209297326
04.10.2010,4176350.0,7045.788336933046,3262200.0,1.280225001532708
05.10.2010,4182650.0,7050.4319654427645,3264350.0,1.2813117465958002
06.10.2010,4191200.0,7059.719222462203,3268650.0,1.2822419041500313
07.10.2010,4199200.0,7069.006479481642,3272950.0,1.2830015735040254
08.10.2010,4206900.0,7076.673866090713,3276500.0,1.2839615443308408
09.10.2010,4214800.0,7084.881209503241,3280300.0,1.2848824802609518
10.10.2010,4223700.0,7094.492440604751,3284750.0,1.2858512824415862
11.10.2010,4231650.0,7103.131749460044,3288750.0,1.2867046750285063
12.10.2010,4239400.0,7110.799136069115,3292300.0,1.2876712328767124
13.10.2010,4248200.0,7122.354211663066,3297650.0,1.2882507240004246
14.10.2010,4258450.0,7136.501079913607,3304200.0,1.2887991041704496
15.10.2010,4267300.0,7146.328293736501,3308750.0,1.2897015489233095
16.10.2010,4280200.0,7165.442764578835,3317600.0,1.2901495056667471
17.10.2010,4293700.0,7185.637149028077,3326950.0,1.2905814635026074
18.10.2010,4306150.0,7204.211663066954,3335550.0,1.2909864939815023
19.10.2010,4318950.0,7223.43412526998,3344450.0,1.2913782535244958
20.10.2010,4332150.0,7244.492440604751,3354200.0,1.291559835430207
21.10.2010,4341450.0,7259.719222462203,3361250.0,1.2916177017478616
22.10.2010,4349150.0,7268.682505399568,3365400.0,1.2923129494265169
23.10.2010,4357900.0,7282.505399568035,3371800.0,1.2924550685094016
24.10.2010,4368150.0,7304.211663066954,3381850.0,1.291645105489599
25.10.2010,4378300.0,7318.574514038877,3388500.0,1.2921056514682012
26.10.2010,4390350.0,7337.041036717062,3397050.0,1.2924007594824922
27.10.2010,4401000.0,7351.187904967603,3403600.0,1.293042660712187
28.10.2010,4411950.0,7368.3585313174935,3411550.0,1.2932391434978237
29.10.2010,4423100.0,7384.233261339093,3418900.0,1.293720202404282
30.10.2010,4435700.0,7403.563714902808,3427850.0,1.294018116311974
31.10.2010,4444650.0,7419.438444924405,3435200.0,1.2938547973917094
01.11.2010,4453500.0,7436.285097192224,3443000.0,1.293494045890212
02.11.2010,4462300.0,7447.300215982721,3448100.0,1.2941330007830398
03.11.2010,4471800.0,7463.390928725702,3455550.0,1.294092112688284
04.11.2010,4481850.0,7483.045356371491,3464650.0,1.2935938695106288
05.11.2010,4492800.0,7505.075593952483,3474850.0,1.2929478970315265
06.11.2010,4503700.0,7526.781857451404,3484900.0,1.2923469826967775
07.11.2010,4515750.0,7549.784017278617,3495550.0,1.2918567893464548
08.11.2010,4529500.0,7576.997840172786,3508150.0,1.2911363539187322
09.11.2010,4540350.0,7599.136069114472,3518400.0,1.2904587312414735
10.11.2010,4550500.0,7612.31101511879,3524500.0,1.2911051212938005
11.11.2010,4561450.0,7626.56587473002,3531100.0,1.2917929257171985
12.11.2010,4569900.0,7635.097192224622,3535050.0,1.292739848092672
13.11.2010,4581050.0,7650.5399568034545,3542200.0,1.2932781886962905
14.11.2010,4593850.0,7669.546436285096,3551000.0,1.2936778372289497
15.11.2010,4603850.0,7680.23758099352,3555950.0,1.2946891829187699
16.11.2010,4613700.0,7693.41252699784,3562050.0,1.295237293131764
17.11.2010,4626050.0,7712.526997840173,3570900.0,1.2954857318883195
18.11.2010,4638900.0,7733.4773218142545,3580600.0,1.2955649891079708
19.11.2010,4646400.0,7740.49676025918,3583850.0,1.2964828327078421
20.11.2010,4652200.0,7746.220302375809,3586500.0,1.2971420605046704
21.11.2010,4659200.0,7758.5313174945995,3592200.0,1.297032459217193
22.11.2010,4667350.0,7774.082073434125,3599400.0,1.296702228149136
23.11.2010,4674350.0,7787.365010799136,3605550.0,1.296431889725562
24.11.2010,4683200.0,7805.399568034557,3613900.0,1.2958853316361825
25.11.2010,4692250.0,7823.002159827214,3622050.0,1.295468036056929
26.11.2010,4701950.0,7841.5766738660905,3630650.0,1.2950711305138198
27.11.2010,4710950.0,7859.50323974082,3638950.0,1.2945904725264157
28.11.2010,4719550.0,7877.3218142548585,3647200.0,1.2940200701908313
29.11.2010,4730000.0,7898.272138228942,3656900.0,1.293445267849818
30.11.2010,4740050.0,7918.3585313174935,3666200.0,1.2929054606949975
01.12.2010,4749500.0,7933.3693304535645,3673150.0,1.293031866381716
02.12.2010,4758900.0,7948.488120950324,3680150.0,1.293126638859829
03.12.2010,4768350.0,7965.766738660907,3688150.0,1.2928839662161247
04.12.2010,4779800.0,7982.397408207344,3695850.0,1.293288418090561
05.12.2010,4791750.0,7999.784017278617,3703900.0,1.2937039336915144
06.12.2010,4803800.0,8015.334773218144,3711100.0,1.2944410013203633
07.12.2010,4815750.0,8031.857451403886,3718750.0,1.2949915966386554
08.12.2010,4827650.0,8049.136069114472,3726750.0,1.2954048433621788
09.12.2010,4838800.0,8066.090712742981,3734600.0,1.2956675413698924
10.12.2010,4846150.0,8075.3779697624195,3738900.0,1.2961432506887052
11.12.2010,4854900.0,8087.365010799136,3744450.0,1.2965589071826302
12.12.2010,4863450.0,8097.624190064795,3749200.0,1.2971967353035314
13.12.2010,4870500.0,8105.507559395249,3752850.0,1.297813661617171
14.12.2010,4879100.0,8115.658747300216,3757550.0,1.2984790621548616
15.12.2010,4888850.0,8129.2656587473,3763850.0,1.2988960771550406
16.12.2010,4897500.0,8142.116630669547,3769800.0,1.2991405379595735
17.12.2010,4905800.0,8152.80777537797,3774750.0,1.2996357374660574
18.12.2010,4913850.0,8162.958963282938,3779450.0,1.300149492651047
19.12.2010,4923050.0,8175.3779697624195,3785200.0,1.3006049878474057
20.12.2010,4931000.0,8184.557235421165,3789450.0,1.3012442438876355
21.12.2010,4940800.0,8197.624190064795,3795500.0,1.3017520748254512
22.12.2010,4948650.0,8209.827213822895,3801150.0,1.3018823250858294
23.12.2010,4955900.0,8217.710583153348,3804800.0,1.30253889823381
24.12.2010,4963300.0,8224.622030237579,3808000.0,1.3033876050420168
25.12.2010,4971700.0,8234.341252699784,3812500.0,1.3040524590163936
26.12.2010,4978950.0,8242.008639308855,3816050.0,1.3047391936688462
27.12.2010,4987250.0,8251.511879049676,3820450.0,1.305409048672277
28.12.2010,4995700.0,8262.31101511879,3825450.0,1.305911722803853
29.12.2010,5003950.0,8277.429805615551,3832450.0,1.3056791347571397
30.12.2010,5012400.0,8291.792656587473,3839100.0,1.305618504336954
