,stock,463d-daily-flow,463-day-flow,463-day-sf
15.01.2016,15086875.0,3717.980561555075,1721425.0,8.764177933979116
16.01.2016,15090425.0,3717.2786177105827,1721100.0,8.767895531927255
17.01.2016,15094200.0,3717.7105831533477,1721300.0,8.769069889037356
18.01.2016,15098525.0,3719.0064794816412,1721900.0,8.768526046808757
19.01.2016,15101850.0,3717.8185745140386,1721350.0,8.773259360385744
20.01.2016,15105650.0,3718.8984881209503,1721850.0,8.772918663065889
21.01.2016,15109075.0,3718.142548596112,1721500.0,8.776691838512924
22.01.2016,15113475.0,3719.6544276457894,1722200.0,8.775679363604691
23.01.2016,15117950.0,3721.6522678185747,1723125.0,8.773565469713457
24.01.2016,15122225.0,3722.030237580993,1723300.0,8.775155225439564
25.01.2016,15126275.0,3723.596112311015,1724025.0,8.773814184829106
26.01.2016,15130275.0,3724.892008639309,1724625.0,8.773081104587954
27.01.2016,15134150.0,3724.946004319655,1724650.0,8.775200765372684
28.01.2016,15137800.0,3724.244060475162,1724325.0,8.778971481594247
29.01.2016,15142025.0,3725.2159827213823,1724775.0,8.779130611239147
30.01.2016,15146700.0,3726.7278617710585,1725475.0,8.778278445065851
31.01.2016,15151225.0,3728.2397408207344,1726175.0,8.7773400727041
01.02.2016,15155250.0,3730.0755939524843,1727025.0,8.77535067529422
02.02.2016,15159750.0,3731.209503239741,1727550.0,8.775288703655466
03.02.2016,15164225.0,3733.423326133909,1728575.0,8.772674023400779
04.02.2016,15168425.0,3734.1252699784022,1728900.0,8.77345421944589
05.02.2016,15173125.0,3735.097192224622,1729350.0,8.773889033451875
06.02.2016,15178125.0,3735.745140388769,1729650.0,8.775258000173446
07.02.2016,15182525.0,3736.6630669546444,1730075.0,8.77564556449865
08.02.2016,15186225.0,3736.285097192225,1729900.0,8.77867217758252
09.02.2016,15190625.0,3736.6630669546444,1730075.0,8.780327442451917
10.02.2016,15194725.0,3736.7710583153353,1730125.0,8.782443465067553
11.02.2016,15199525.0,3739.686825053996,1731475.0,8.778368154319294
12.02.2016,15203800.0,3740.550755939525,1731875.0,8.778809094189823
13.02.2016,15207700.0,3740.928725701944,1732050.0,8.780173782512053
14.02.2016,15211850.0,3741.630669546437,1732375.0,8.780922144454866
15.02.2016,15215650.0,3741.792656587473,1732450.0,8.782735432480013
16.02.2016,15219100.0,3741.252699784017,1732200.0,8.785994688835007
17.02.2016,15222975.0,3742.6565874730018,1732850.0,8.784935222321609
18.02.2016,15227200.0,3743.844492440605,1733400.0,8.784585208261221
19.02.2016,15230825.0,3743.844492440605,1733400.0,8.78667647398177
20.02.2016,15234575.0,3743.682505399568,1733325.0,8.789220140481445
21.02.2016,15237775.0,3742.980561555075,1733000.0,8.792714945181766
22.02.2016,15240950.0,3741.7386609071273,1732425.0,8.797465979768244
23.02.2016,15244350.0,3741.3066954643627,1732225.0,8.800444515002381
24.02.2016,15247300.0,3739.3628509719215,1731325.0,8.806723174447317
25.02.2016,15251175.0,3740.11879049676,1731675.0,8.807180908657802
26.02.2016,15254675.0,3740.226781857451,1731725.0,8.80894772553379
27.02.2016,15258350.0,3741.3066954643627,1732225.0,8.80852660595477
28.02.2016,15261700.0,3740.226781857451,1731725.0,8.813004374251108
29.02.2016,15265025.0,3739.7408207343415,1731500.0,8.816069881605545
01.03.2016,15268550.0,3739.416846652268,1731350.0,8.818869668178012
02.03.2016,15272475.0,3740.766738660907,1731975.0,8.817953492400294
03.03.2016,15275850.0,3740.658747300216,1731925.0,8.820156761984498
04.03.2016,15279725.0,3741.4146868250536,1732275.0,8.82061162344316
05.03.2016,15283475.0,3741.5226781857455,1732325.0,8.822521755444273
06.03.2016,15287175.0,3741.036717062635,1732100.0,8.825803937417009
07.03.2016,15290500.0,3739.578833693305,1731425.0,8.831165080786057
08.03.2016,15294350.0,3740.8747300215978,1732025.0,8.830328661537795
09.03.2016,15298550.0,3741.8466522678186,1732475.0,8.830459313987214
10.03.2016,15302425.0,3743.952483801296,1733450.0,8.827727941388561
11.03.2016,15306425.0,3744.708423326134,1733800.0,8.828252970354136
12.03.2016,15310025.0,3744.060475161987,1733500.0,8.831857513700605
13.03.2016,15313350.0,3744.0064794816412,1733475.0,8.833902998312638
14.03.2016,15317150.0,3745.3023758099353,1734075.0,8.833037786716261
15.03.2016,15321175.0,3745.1403887688975,1734000.0,8.835741061130335
16.03.2016,15324975.0,3745.6803455723534,1734250.0,8.83665849790976
17.03.2016,15328500.0,3745.5723542116634,1734200.0,8.838945911659556
18.03.2016,15331900.0,3744.9244060475157,1733900.0,8.842436126650902
19.03.2016,15335300.0,3744.6544276457894,1733775.0,8.845034678663609
20.03.2016,15338950.0,3744.6544276457894,1733775.0,8.847139911464867
21.03.2016,15342425.0,3744.546436285097,1733725.0,8.849399414555364
22.03.2016,15346125.0,3744.9244060475157,1733900.0,8.850640175327296
23.03.2016,15349850.0,3745.24838012959,1734050.0,8.852022721374816
24.03.2016,15353525.0,3746.274298056156,1734525.0,8.85171732895173
25.03.2016,15357175.0,3747.1922246220292,1734950.0,8.851652785382864
26.03.2016,15361000.0,3748.056155507559,1735350.0,8.851816636413403
27.03.2016,15364525.0,3748.488120950324,1735550.0,8.852827633891273
28.03.2016,15368775.0,3750.4859611231104,1736475.0,8.850559322765948
29.03.2016,15372700.0,3750.107991360691,1736300.0,8.853711916143524
30.03.2016,15376375.0,3749.946004319655,1736225.0,8.856211032556264
31.03.2016,15379475.0,3748.3801295896333,1735500.0,8.861696917314895
01.04.2016,15383300.0,3748.110151187905,1735375.0,8.864539364690629
02.04.2016,15386775.0,3747.4622030237583,1735075.0,8.868074867080674
03.04.2016,15390325.0,3746.8682505399574,1734800.0,8.871526977173161
04.04.2016,15394475.0,3746.70626349892,1734725.0,8.874302843390163
05.04.2016,15398350.0,3746.2203023758093,1734500.0,8.877688094551743
06.04.2016,15402275.0,3746.3282937365007,1734550.0,8.87969502176357
07.04.2016,15405750.0,3745.626349892008,1734225.0,8.883362885438741
08.04.2016,15409350.0,3744.492440604752,1733700.0,8.88812943415816
09.04.2016,15413400.0,3744.3304535637153,1733625.0,8.89085009733939
10.04.2016,15417725.0,3744.9244060475157,1733900.0,8.891934367610588
11.04.2016,15421550.0,3743.8984881209503,1733425.0,8.896577584839264
12.04.2016,15425250.0,3743.466522678186,1733225.0,8.899738925990567
13.04.2016,15429350.0,3743.790496760259,1733375.0,8.901334102545611
14.04.2016,15433450.0,3745.086393088553,1733975.0,8.900618521028273
15.04.2016,15436925.0,3744.6544276457894,1733775.0,8.903649550835604
16.04.2016,15440375.0,3744.546436285097,1733725.0,8.905896263825001
17.04.2016,15444325.0,3745.1403887688975,1734000.0,8.906761822376009
18.04.2016,15447675.0,3744.0064794816412,1733475.0,8.911391857396271
19.04.2016,15451425.0,3744.438444924406,1733675.0,8.912526857686705
20.04.2016,15455550.0,3746.5442764578834,1734650.0,8.90989536794166
21.04.2016,15459325.0,3746.814254859611,1734775.0,8.911429436094018
22.04.2016,15462900.0,3746.382289416847,1734575.0,8.91451796549587
23.04.2016,15466500.0,3746.6522678185747,1734700.0,8.91595088487923
24.04.2016,15469800.0,3746.3282937365007,1734550.0,8.918624427084834
25.04.2016,15472975.0,3744.9244060475157,1733900.0,8.923798950343157
26.04.2016,15476750.0,3745.3023758099353,1734075.0,8.925075328345082
27.04.2016,15479975.0,3745.896328293737,1734350.0,8.925519647130049
28.04.2016,15483350.0,3745.1403887688975,1734000.0,8.929267589388697
29.04.2016,15487300.0,3746.382289416847,1734575.0,8.928584811841517
30.04.2016,15490950.0,3747.5701943844488,1735125.0,8.927858223470931
01.05.2016,15494825.0,3749.136069114471,1735850.0,8.92636172480341
02.05.2016,15498750.0,3750.863930885529,1736650.0,8.924509832148102
03.05.2016,15502525.0,3752.159827213823,1737250.0,8.923600518060153
04.05.2016,15506700.0,3753.185745140389,1737725.0,8.923563855040355
05.05.2016,15510575.0,3752.645788336933,1737475.0,8.927078087454495
06.05.2016,15514625.0,3752.5377969762417,1737425.0,8.929666028749443
07.05.2016,15518375.0,3753.185745140389,1737725.0,8.930282409472154
08.05.2016,15522575.0,3753.29373650108,1737775.0,8.93244234725439
09.05.2016,15526850.0,3754.157667386609,1738175.0,8.932846232398925
10.05.2016,15530800.0,3754.103671706264,1738150.0,8.935247245634727
11.05.2016,15534125.0,3754.4276457883366,1738300.0,8.936389000747857
12.05.2016,15537600.0,3753.3477321814253,1737800.0,8.940959834273219
13.05.2016,15541400.0,3752.969762419007,1737625.0,8.944047190849579
14.05.2016,15545000.0,3751.1879049676027,1736800.0,8.950368493781667
15.05.2016,15548475.0,3750.107991360691,1736300.0,8.954947301733572
16.05.2016,15552000.0,3750.5939524838013,1736525.0,8.955816933243115
17.05.2016,15555525.0,3749.5140388768896,1736025.0,8.960426837171124
18.05.2016,15559350.0,3750.0,1736250.0,8.9614686825054
19.05.2016,15562350.0,3747.9481641468683,1735300.0,8.968103497954244
20.05.2016,15566075.0,3749.568034557236,1736050.0,8.966374816393538
21.05.2016,15569600.0,3749.352051835853,1735950.0,8.9689219159538
22.05.2016,15574200.0,3750.5939524838013,1736525.0,8.968601085501216
23.05.2016,15578700.0,3752.753779697624,1737525.0,8.966029265765961
24.05.2016,15582375.0,3752.2138228941685,1737275.0,8.969434890849175
25.05.2016,15585825.0,3751.6198704103667,1737000.0,8.972841105354059
26.05.2016,15589200.0,3749.892008639309,1736200.0,8.97891947932266
27.05.2016,15592675.0,3748.4341252699774,1735525.0,8.984413938145519
28.05.2016,15596000.0,3747.0842332613393,1734900.0,8.989567122024324
29.05.2016,15599675.0,3747.354211663067,1735025.0,8.991037593118255
30.05.2016,15603275.0,3746.9762419006483,1734850.0,8.994019655878029
31.05.2016,15606450.0,3746.166306695464,1734475.0,8.997794721745773
01.06.2016,15610025.0,3746.922246220303,1734825.0,8.998040148141744
02.06.2016,15613475.0,3745.7883369330452,1734300.0,9.002753272213573
03.06.2016,15617025.0,3745.3563714902807,1734100.0,9.005838763623782
04.06.2016,15620000.0,3743.574514038877,1733275.0,9.011841744674099
05.06.2016,15624250.0,3745.1403887688975,1734000.0,9.010524798154556
06.06.2016,15628500.0,3746.70626349892,1734725.0,9.009208952427619
07.06.2016,15632000.0,3745.7343412527002,1734275.0,9.013564746075449
08.06.2016,15635600.0,3744.978401727861,1733925.0,9.0174603861182
09.06.2016,15639725.0,3746.3282937365007,1734550.0,9.016589317113949
10.06.2016,15643325.0,3746.9762419006483,1734850.0,9.01710522523561
11.06.2016,15647225.0,3747.408207343413,1735050.0,9.018313593268205
12.06.2016,15650875.0,3747.732181425486,1735200.0,9.019637505763024
13.06.2016,15654900.0,3748.0021598272137,1735325.0,9.02130724792186
14.06.2016,15658200.0,3747.354211663067,1735025.0,9.024769095546175
15.06.2016,15662000.0,3747.354211663067,1735025.0,9.026959265716632
16.06.2016,15665725.0,3747.0842332613393,1734900.0,9.0297567583146
17.06.2016,15669450.0,3748.056155507559,1735350.0,9.029561759875529
18.06.2016,15673400.0,3748.758099352052,1735675.0,9.030146772869346
19.06.2016,15677825.0,3751.1879049676027,1736800.0,9.026845347766006
20.06.2016,15681925.0,3752.321814254859,1737325.0,9.02647748694113
21.06.2016,15685650.0,3752.861771058315,1737575.0,9.027322561616046
22.06.2016,15688875.0,3752.9157667386607,1737600.0,9.029048687845304
23.06.2016,15692375.0,3752.2138228941685,1737275.0,9.032752442762373
24.06.2016,15695600.0,3751.781857451404,1737075.0,9.03564900767094
25.06.2016,15699650.0,3753.185745140389,1737725.0,9.034599835992461
26.06.2016,15703300.0,3752.9157667386607,1737600.0,9.037350368324125
27.06.2016,15706975.0,3753.185745140389,1737725.0,9.038815117466802
28.06.2016,15710675.0,3753.3477321814253,1737800.0,9.040554148923928
29.06.2016,15714325.0,3751.889848812095,1737125.0,9.046168237749155
30.06.2016,15718075.0,3751.241900647948,1736825.0,9.049889885279173
01.07.2016,15721950.0,3751.6198704103667,1737000.0,9.051208981001727
02.07.2016,15725675.0,3750.431965442765,1736450.0,9.056221025655791
03.07.2016,15729525.0,3750.755939524838,1736600.0,9.057655764136818
04.07.2016,15733300.0,3750.647948164147,1736550.0,9.060090409144568
05.07.2016,15736900.0,3750.755939524838,1736600.0,9.061902568236784
06.07.2016,15740425.0,3750.2699784017277,1736375.0,9.06510690375063
07.07.2016,15743850.0,3750.539956803456,1736500.0,9.066426720414627
08.07.2016,15747475.0,3749.5140388768896,1736025.0,9.07099552137786
09.07.2016,15750600.0,3748.2721382289415,1735450.0,9.075801665274136
10.07.2016,15752550.0,3744.2224622030244,1733575.0,9.086742713756255
11.07.2016,15754337.5,3740.091792656588,1731662.5,9.097810629958206
12.07.2016,15756125.0,3737.149028077754,1730300.0,9.106007628734902
13.07.2016,15757737.5,3732.4244060475157,1728112.5,9.11846740301919
14.07.2016,15759500.0,3729.481641468682,1726750.0,9.12668307514116
15.07.2016,15761187.5,3725.944924406048,1725112.5,9.136324442608815
16.07.2016,15763150.0,3721.9762419006483,1723275.0,9.147205176190683
17.07.2016,15765012.5,3718.439524838013,1721637.5,9.156987170644227
18.07.2016,15766862.5,3715.5237580993517,1720287.5,9.16524854130487
19.07.2016,15768462.5,3710.556155507559,1717987.5,9.178450076033732
20.07.2016,15770337.5,3706.560475161987,1716137.5,9.189437035202598
21.07.2016,15772000.0,3703.5637149028084,1714750.0,9.197842251057006
22.07.2016,15773612.5,3699.595032397408,1712912.5,9.208650471054417
23.07.2016,15775250.0,3696.3282937365007,1711400.0,9.21774570527054
24.07.2016,15776800.0,3691.792656587473,1709300.0,9.229977183642427
25.07.2016,15778437.5,3687.5,1707312.5,9.241681004502691
26.07.2016,15780050.0,3682.6673866090723,1705075.0,9.254754189698401
27.07.2016,15781650.0,3677.861771058315,1702850.0,9.267786358164255
28.07.2016,15783350.0,3673.326133909288,1700750.0,9.280229310598266
29.07.2016,15785187.5,3670.2753779697614,1699337.5,9.2890243992144
30.07.2016,15786675.0,3666.792656587473,1697725.0,9.298723291463576
31.07.2016,15788600.0,3662.149028077754,1695575.0,9.311649440455303
01.08.2016,15790512.5,3658.504319654428,1693887.5,9.32205503612253
02.08.2016,15792437.5,3655.264578833693,1692387.5,9.331454823437303
03.08.2016,15794512.5,3651.4848812095033,1690637.5,9.342341276589453
04.08.2016,15796425.0,3648.758099352052,1689375.0,9.350455049944506
05.08.2016,15798537.5,3646.0853131749464,1688137.5,9.35856083997897
06.08.2016,15800612.5,3642.5755939524843,1686512.5,9.368808413812527
07.08.2016,15802462.5,3638.633909287257,1684687.5,9.380055648302728
08.08.2016,15804312.5,3635.0701943844488,1683037.5,9.390350779468669
09.08.2016,15805862.5,3631.452483801296,1681362.5,9.40062746730702
10.08.2016,15807750.0,3627.2138228941685,1679400.0,9.4127366916756
11.08.2016,15809625.0,3622.5701943844488,1677250.0,9.425920405425547
12.08.2016,15811487.5,3618.979481641469,1675587.5,9.436384253284295
13.08.2016,15813525.0,3615.2807775377973,1673875.0,9.447255619445896
14.08.2016,15815562.5,3612.7159827213823,1672687.5,9.455180659866233
15.08.2016,15817387.5,3609.6922246220292,1671287.5,9.464193024838634
16.08.2016,15819075.0,3604.805615550756,1669025.0,9.478033582480789
17.08.2016,15820612.5,3600.026997840173,1666812.5,9.49153699051333
18.08.2016,15822537.5,3595.437365010799,1664687.5,9.504809461235217
19.08.2016,15824462.5,3591.333693304536,1662787.5,9.516827916976764
20.08.2016,15826400.0,3587.526997840173,1661025.0,9.528092593428756
21.08.2016,15828437.5,3584.800215982721,1659762.5,9.536567731829102
22.08.2016,15830412.5,3579.832613390929,1657462.5,9.55099285805863
23.08.2016,15832250.0,3576.0259179265663,1655700.0,9.562269734855349
24.08.2016,15834150.0,3573.110151187905,1654350.0,9.571221325596156
25.08.2016,15835775.0,3568.790496760259,1652350.0,9.583789753986746
26.08.2016,15837425.0,3563.984881209504,1650125.0,9.597712294523141
27.08.2016,15839225.0,3560.4211663066953,1648475.0,9.608410803924839
28.08.2016,15841125.0,3558.4773218142545,1647575.0,9.614812679240702
29.08.2016,15842987.5,3554.6166306695463,1645787.5,9.626387063943552
30.08.2016,15845037.5,3551.430885529158,1644312.5,9.636268957391007
31.08.2016,15846712.5,3547.273218142549,1642387.5,9.648583236294723
01.09.2016,15848462.5,3543.6015118790497,1640687.5,9.659647251533276
02.09.2016,15850375.0,3540.6047516198705,1639300.0,9.668989812724943
03.09.2016,15851950.0,3535.6911447084235,1637025.0,9.683389074693423
04.09.2016,15854187.5,3533.180345572355,1635862.5,9.691638203088585
05.09.2016,15855937.5,3528.9686825053996,1633912.5,9.704275779761769
06.09.2016,15857637.5,3525.512958963283,1632312.5,9.71482942144963
07.09.2016,15859537.5,3521.5172786177104,1630462.5,9.727017640700108
08.09.2016,15861337.5,3517.737580993521,1628712.5,9.73857418052603
09.09.2016,15863112.5,3513.9578833693304,1626962.5,9.75014021527847
10.09.2016,15865050.0,3510.6911447084235,1625450.0,9.760404810975421
11.09.2016,15867100.0,3505.5075593952483,1623050.0,9.776100551430948
12.09.2016,15869137.5,3501.8628509719224,1621362.5,9.787532091065385
13.09.2016,15871200.0,3497.9481641468683,1619550.0,9.799759192368251
14.09.2016,15873150.0,3493.8984881209503,1617675.0,9.812323241689462
15.09.2016,15875075.0,3488.930885529158,1615375.0,9.82748587789213
16.09.2016,15876812.5,3485.394168466523,1613737.5,9.838534767891309
17.09.2016,15878850.0,3482.127429805615,1612225.0,9.849028516491185
18.09.2016,15880662.5,3477.4568034557237,1610062.5,9.863382632661775
19.09.2016,15882325.0,3473.056155507559,1608025.0,9.876914227079803
20.09.2016,15884212.5,3469.357451403888,1606312.5,9.888619119878603
21.09.2016,15886287.5,3467.4676025917925,1605437.5,9.895301125082726
22.09.2016,15888050.0,3462.742980561555,1603250.0,9.909901762045845
23.09.2016,15889750.0,3457.991360691145,1601050.0,9.924580743886825
24.09.2016,15891825.0,3454.535637149028,1599450.0,9.935806058332552
25.09.2016,15894137.5,3452.294816414687,1598412.5,9.943701954282766
26.09.2016,15896050.0,3449.7300215982727,1597225.0,9.952292256883032
27.09.2016,15898137.5,3445.9773218142545,1595487.5,9.964438768714892
28.09.2016,15899987.5,3442.4676025917925,1593862.5,9.975758573904587
29.09.2016,15901775.0,3437.904967602592,1591750.0,9.990120936076645
30.09.2016,15903550.0,3433.4773218142545,1589700.0,10.004120274265585
01.10.2016,15905512.5,3429.400647948164,1587812.5,10.017248573115529
02.10.2016,15907275.0,3426.241900647948,1586350.0,10.02759479307845
03.10.2016,15909162.5,3422.705183585313,1584712.5,10.039147479432389
04.10.2016,15911137.5,3419.411447084233,1583187.5,10.05006513757846
05.10.2016,15913225.0,3416.0907127429805,1581650.0,10.061154490563652
06.10.2016,15915237.5,3413.147948164147,1580287.5,10.07110256836177
07.10.2016,15917025.0,3408.6933045356373,1578225.0,10.085396568930285
08.10.2016,15919137.5,3404.562634989201,1576312.5,10.098973077990564
09.10.2016,15921137.5,3400.67494600432,1574512.5,10.111788569477854
10.10.2016,15922687.5,3396.355291576674,1572512.5,10.125634931359846
11.10.2016,15924425.0,3390.3887688984887,1569750.0,10.144561235865584
12.10.2016,15926225.0,3386.987041036717,1568175.0,10.155897779265707
13.10.2016,15927825.0,3381.7494600431964,1565750.0,10.172648890308158
14.10.2016,15929525.0,3378.2397408207344,1564125.0,10.184304323503556
15.10.2016,15931300.0,3373.758099352052,1562050.0,10.19896930315931
16.10.2016,15932925.0,3369.276457883369,1559975.0,10.213577140659305
17.10.2016,15934487.5,3365.3617710583153,1558162.5,10.226460654777663
18.10.2016,15936425.0,3361.5550755939535,1556400.0,10.239286173220252
19.10.2016,15937987.5,3357.1544276457885,1554362.5,10.253713339069876
20.10.2016,15939662.5,3352.5107991360687,1552212.5,10.268995063498071
21.10.2016,15941712.5,3349.7030237580993,1550912.5,10.278924504122573
22.10.2016,15943575.0,3345.7883369330452,1549100.0,10.2921535084888
23.10.2016,15945375.0,3341.630669546437,1547175.0,10.306122448979592
24.10.2016,15947162.5,3337.2840172786177,1545162.5,10.320702515107634
25.10.2016,15948900.0,3332.613390928725,1543000.0,10.336292935839275
26.10.2016,15950625.0,3329.481641468682,1541550.0,10.347134377736694
27.10.2016,15952650.0,3325.539956803456,1539725.0,10.360713763821462
28.10.2016,15954550.0,3322.0842332613397,1538125.0,10.372726533929297
29.10.2016,15956412.5,3316.981641468682,1535762.5,10.389895898617137
30.10.2016,15958512.5,3313.2019438444922,1534012.5,10.403117640827569
31.10.2016,15960350.0,3309.3952483801286,1532250.0,10.41628324359602
01.11.2016,15962150.0,3305.237580993521,1530325.0,10.430562135494094
02.11.2016,15963812.5,3301.484881209504,1528587.5,10.443505850989885
03.11.2016,15965750.0,3297.4622030237583,1526725.0,10.45751526961306
04.11.2016,15967200.0,3293.3585313174945,1524825.0,10.471496729132852
05.11.2016,15969037.5,3289.2278617710585,1522912.5,10.485853586466721
06.11.2016,15970950.0,3284.9352051835854,1520925.0,10.500813649588244
07.11.2016,15972775.0,3280.72354211663,1518975.0,10.515495646735463
08.11.2016,15974887.5,3276.8088552915765,1517162.5,10.529450536775066
09.11.2016,15976725.0,3273.4341252699787,1515600.0,10.54151821060966
10.11.2016,15978825.0,3270.7883369330452,1514375.0,10.55143210895584
11.11.2016,15980862.5,3267.4676025917925,1512837.5,10.563502358977749
12.11.2016,15982962.5,3264.605831533477,1511512.5,10.574151718890846
13.11.2016,15984737.5,3259.746220302376,1509262.5,10.591091675570022
14.11.2016,15986887.5,3256.7224622030244,1507862.5,10.602351010121945
15.11.2016,15988837.5,3251.916846652268,1505637.5,10.619314077923804
16.11.2016,15990975.0,3247.7861771058315,1503725.0,10.63424163327736
17.11.2016,15992962.5,3245.2753779697628,1502562.5,10.643791855580051
18.11.2016,15994812.5,3241.333693304536,1500737.5,10.657968165651887
19.11.2016,15996587.5,3237.5,1498962.5,10.671772976308613
20.11.2016,15998187.5,3233.558315334773,1497137.5,10.685850498033748
21.11.2016,15999925.0,3229.8596112311016,1495425.0,10.699249377267332
22.11.2016,16001600.0,3225.539956803456,1493425.0,10.714699432512512
23.11.2016,16003437.5,3221.8952483801286,1491737.5,10.72805201987615
24.11.2016,16005462.5,3217.8455723542115,1489862.5,10.742912517094698
25.11.2016,16007362.5,3213.8498920086395,1488012.5,10.757545719542007
26.11.2016,16009275.0,3209.071274298057,1485800.0,10.77485193161933
27.11.2016,16011075.0,3204.481641468682,1483675.0,10.791497464067266
28.11.2016,16013125.0,3201.6198704103667,1482350.0,10.802526393901575
29.11.2016,16014987.5,3197.273218142549,1480337.5,10.818470450150725
30.11.2016,16016762.5,3193.817494600432,1478737.5,10.83137642752686
01.12.2016,16018587.5,3189.0658747300213,1476537.5,10.848750878321749
02.12.2016,16020375.0,3185.475161987041,1474875.0,10.862191711161962
03.12.2016,16022525.0,3181.803455723542,1473175.0,10.876185789196803
04.12.2016,16024375.0,3177.159827213823,1471025.0,10.8933396781156
05.12.2016,16026275.0,3173.1641468682506,1469175.0,10.90834992427723
06.12.2016,16028150.0,3168.7365010799126,1467125.0,10.924870069012524
07.12.2016,16030325.0,3165.11879049676,1465450.0,10.93884131154253
08.12.2016,16032287.5,3160.718142548596,1463412.5,10.955412434976468
09.12.2016,16033975.0,3156.479481641469,1461450.0,10.971278524752814
10.12.2016,16035625.0,3151.6198704103667,1459200.0,10.989326343201755
11.12.2016,16037962.5,3148.7311015118794,1457862.5,11.00101175522383
12.12.2016,16039912.5,3145.167386609072,1456212.5,11.014815832167352
13.12.2016,16042137.5,3141.7656587472998,1454637.5,11.028271648434748
14.12.2016,16043875.0,3138.17494600432,1452975.0,11.042086064798086
15.12.2016,16045462.5,3133.558315334773,1450837.5,11.059448422032101
16.12.2016,16047125.0,3127.9157667386607,1448225.0,11.080546876348635
17.12.2016,16048925.0,3123.326133909288,1446100.0,11.09807413041975
18.12.2016,16050687.5,3119.7894168466523,1444462.5,11.111875524632865
19.12.2016,16052575.0,3115.712742980561,1442575.0,11.127722995338198
20.12.2016,16054300.0,3111.2311015118794,1440500.0,11.144949670253384
21.12.2016,16056287.5,3106.8844492440608,1438487.5,11.161923548171256
22.12.2016,16058275.0,3103.509719222462,1436925.0,11.17544409067975
23.12.2016,16060175.0,3099.838012958963,1435225.0,11.190005051472765
24.12.2016,16061887.5,3095.599352051836,1433262.5,11.20652183392784
25.12.2016,16063950.0,3093.304535637149,1432200.0,11.216275659824047
26.12.2016,16065725.0,3090.226781857452,1430775.0,11.228687249917003
27.12.2016,16067675.0,3087.3110151187907,1429425.0,11.24065620791577
28.12.2016,16069725.0,3083.2613390928727,1427550.0,11.256856152148787
29.12.2016,16071600.0,3078.7796976241907,1425475.0,11.274557603605816
30.12.2016,16073562.5,3075.458963282937,1423937.5,11.288109555370232
31.12.2016,16075412.5,3070.599352051836,1421687.5,11.307275684705676
01.01.2017,16077362.5,3066.873650107992,1419962.5,11.322385274259004
02.01.2017,16079350.0,3063.1209503239747,1418225.0,11.33765798797793
03.01.2017,16081400.0,3059.8272138228945,1416700.0,11.351309380955742
04.01.2017,16083312.5,3054.562634989201,1414262.5,11.372225806736727
05.01.2017,16085062.5,3050.350971922246,1412312.5,11.389166703544719
06.01.2017,16087075.0,3046.6522678185747,1410600.0,11.404420104919891
07.01.2017,16088800.0,3042.9265658747304,1408875.0,11.419607843137255
08.01.2017,16090887.5,3039.605831533477,1407337.5,11.433566930462664
09.01.2017,16092587.5,3035.016198704104,1405212.5,11.452066858215394
10.01.2017,16094587.5,3031.074514038877,1403387.5,11.468384533851127
11.01.2017,16096500.0,3027.5377969762417,1401750.0,11.48314606741573
12.01.2017,16098650.0,3025.0,1400575.0,11.494314834978491
13.01.2017,16100525.0,3021.490280777538,1398950.0,11.5090067550663
14.01.2017,16102675.0,3019.3304535637153,1397950.0,11.518777495618584
15.01.2017,16104762.5,3015.1997840172785,1396037.5,11.536052935540772
16.01.2017,16106875.0,3011.8790496760253,1394500.0,11.550286841161707
17.01.2017,16108850.0,3008.4773218142545,1392925.0,11.56476479351006
18.01.2017,16110725.0,3005.183585313175,1391400.0,11.578787552105792
19.01.2017,16112900.0,3001.673866090713,1389775.0,11.593891097479808
20.01.2017,16115262.5,2997.7591792656585,1387962.5,11.610733359150553
21.01.2017,16117525.0,2994.870410367171,1386625.0,11.623564409988282
22.01.2017,16119700.0,2992.2246220302372,1385400.0,11.6354121553342
23.01.2017,16121425.0,2988.1209503239747,1383500.0,11.652638236357065
24.01.2017,16123287.5,2983.2343412527002,1381237.5,11.673073964470266
25.01.2017,16125150.0,2980.3455723542115,1379900.0,11.685738096963549
26.01.2017,16127087.5,2976.754859611231,1378237.5,11.701239808088229
27.01.2017,16129212.5,2973.3531317494603,1376662.5,11.716170448457774
28.01.2017,16131112.5,2969.411447084233,1374837.5,11.733104821478902
29.01.2017,16133200.0,2966.0907127429805,1373300.0,11.747760867982233
30.01.2017,16135000.0,2961.609071274298,1371225.0,11.766850808583566
31.01.2017,16136812.5,2956.668466522678,1368937.5,11.787837282564032
01.02.2017,16139212.5,2953.9146868250536,1367662.5,11.8005812837597
02.02.2017,16141175.0,2950.647948164147,1366150.0,11.81508253120082
03.02.2017,16143037.5,2946.5172786177104,1364237.5,11.833011114267126
04.02.2017,16144837.5,2941.1717062634993,1361762.5,11.855839399307882
05.02.2017,16146825.0,2937.526997840173,1360075.0,11.87201073470213
06.02.2017,16148387.5,2932.6403887688984,1357812.5,11.892943613348677
07.02.2017,16150275.0,2928.4557235421166,1355875.0,11.911330321747949
08.02.2017,16152100.0,2924.02807775378,1353825.0,11.930714826510073
09.02.2017,16154212.5,2920.2213822894173,1352062.5,11.947829704617945
10.02.2017,16156050.0,2916.3066954643627,1350250.0,11.965228661359008
11.02.2017,16157787.5,2912.2300215982727,1348362.5,11.983266740212665
