,value
02/05/2018 00:00:00,328192940279
02/06/2018 00:00:00,370857427114
02/07/2018 00:00:00,360351399358
02/08/2018 00:00:00,393464226839
02/09/2018 00:00:00,426892069017
02/10/2018 00:00:00,420564206826
02/11/2018 00:00:00,397020230753
02/12/2018 00:00:00,430756587678
02/13/2018 00:00:00,415669880066
02/14/2018 00:00:00,462859775074
02/15/2018 00:00:00,474622346868
02/16/2018 00:00:00,486342063235
02/17/2018 00:00:00,515466936403
02/18/2018 00:00:00,480374305519
02/19/2018 00:00:00,506546600171
02/20/2018 00:00:00,483575961232
02/21/2018 00:00:00,452447517320
02/22/2018 00:00:00,427681695339
02/23/2018 00:00:00,446946965837
02/24/2018 00:00:00,428684072544
02/25/2018 00:00:00,432060138125
02/26/2018 00:00:00,452295976231
02/27/2018 00:00:00,457150974311
02/28/2018 00:00:00,441182585271
03/01/2018 00:00:00,459068148615
03/02/2018 00:00:00,458082436242
03/03/2018 00:00:00,464582408606
03/04/2018 00:00:00,471454942201
03/05/2018 00:00:00,467101019786
03/06/2018 00:00:00,439478033207
03/07/2018 00:00:00,404761010155
03/08/2018 00:00:00,379108220962
03/09/2018 00:00:00,383554690416
03/10/2018 00:00:00,361879627704
03/11/2018 00:00:00,387341338697
03/12/2018 00:00:00,372404658934
03/13/2018 00:00:00,374176303209
03/14/2018 00:00:00,332531087848
03/15/2018 00:00:00,334961941463
03/16/2018 00:00:00,334926063102
03/17/2018 00:00:00,310802418418
03/18/2018 00:00:00,319208974063
03/19/2018 00:00:00,339774182766
03/20/2018 00:00:00,349630798939
03/21/2018 00:00:00,347516317180
03/22/2018 00:00:00,339236298903
03/23/2018 00:00:00,345214972024
03/24/2018 00:00:00,332148101618
03/25/2018 00:00:00,331317291739
03/26/2018 00:00:00,314656312060
03/27/2018 00:00:00,298305407770
03/28/2018 00:00:00,300654105263
03/29/2018 00:00:00,265714131657
03/30/2018 00:00:00,262226340099
03/31/2018 00:00:00,262734431691
04/01/2018 00:00:00,255171608746
04/02/2018 00:00:00,264054157139
04/03/2018 00:00:00,281598267102
04/04/2018 00:00:00,257093165199
04/05/2018 00:00:00,256455006498
04/06/2018 00:00:00,249262304233
04/07/2018 00:00:00,259427418544
04/08/2018 00:00:00,265749823335
04/09/2018 00:00:00,259527251318
04/10/2018 00:00:00,265159005154
04/11/2018 00:00:00,277716833677
04/12/2018 00:00:00,315795037536
04/13/2018 00:00:00,314383867102
04/14/2018 00:00:00,319088435595
04/15/2018 00:00:00,337372829440
04/16/2018 00:00:00,327763145105
04/17/2018 00:00:00,323189549042
04/18/2018 00:00:00,343675928343
04/19/2018 00:00:00,359213202021
04/20/2018 00:00:00,391293520187
04/21/2018 00:00:00,384668046341
04/22/2018 00:00:00,388120932132
04/23/2018 00:00:00,406694384014
04/24/2018 00:00:00,432087239188
04/25/2018 00:00:00,388960307134
04/26/2018 00:00:00,416484326223
04/27/2018 00:00:00,401140857080
04/28/2018 00:00:00,427793215308
04/29/2018 00:00:00,435485040040
04/30/2018 00:00:00,422199588253
05/01/2018 00:00:00,421006741585
05/02/2018 00:00:00,433709007554
05/03/2018 00:00:00,454507167975
05/04/2018 00:00:00,454214162635
05/05/2018 00:00:00,466235131908
05/06/2018 00:00:00,454308495248
05/07/2018 00:00:00,438389242574
05/08/2018 00:00:00,430349105224
05/09/2018 00:00:00,435836909533
05/10/2018 00:00:00,414359255395
05/11/2018 00:00:00,380128622776
05/12/2018 00:00:00,387407450912
05/13/2018 00:00:00,405084451467
05/14/2018 00:00:00,402638073695
05/15/2018 00:00:00,389790329767
05/16/2018 00:00:00,385695953433
05/17/2018 00:00:00,367002296697
05/18/2018 00:00:00,378029011030
05/19/2018 00:00:00,377511560746
05/20/2018 00:00:00,391912496719
05/21/2018 00:00:00,382519397480
05/22/2018 00:00:00,355971553915
05/23/2018 00:00:00,349371380942
05/24/2018 00:00:00,341852357486
05/25/2018 00:00:00,333423377727
05/26/2018 00:00:00,349203164335
05/27/2018 00:00:00,352198243694
05/28/2018 00:00:00,322141303527
05/29/2018 00:00:00,350067100811
05/30/2018 00:00:00,346050436797
05/31/2018 00:00:00,352118491351
06/01/2018 00:00:00,353266044297
06/02/2018 00:00:00,374270959486
06/03/2018 00:00:00,375491999548
06/04/2018 00:00:00,359014749101
06/05/2018 00:00:00,363462550083
06/06/2018 00:00:00,369749811860
06/07/2018 00:00:00,364508869102
06/08/2018 00:00:00,358671271456
06/09/2018 00:00:00,347676310825
06/10/2018 00:00:00,308440440052
06/11/2018 00:00:00,314188534674
06/12/2018 00:00:00,296468039247
06/13/2018 00:00:00,284041563472
06/14/2018 00:00:00,302885311755
06/15/2018 00:00:00,288636373149
06/16/2018 00:00:00,289537957129
06/17/2018 00:00:00,279431653076
06/18/2018 00:00:00,304343245413
06/19/2018 00:00:00,309227811197
06/20/2018 00:00:00,306056108646
06/21/2018 00:00:00,302593023880
06/22/2018 00:00:00,264687117677
06/23/2018 00:00:00,268878120102
06/24/2018 00:00:00,261673573282
06/25/2018 00:00:00,270252304599
06/26/2018 00:00:00,246404469407
06/27/2018 00:00:00,261313207635
06/28/2018 00:00:00,238693089832
06/29/2018 00:00:00,260068258563
06/30/2018 00:00:00,270114022956
07/01/2018 00:00:00,269385676418
07/02/2018 00:00:00,283424572981
07/03/2018 00:00:00,276635608748
07/04/2018 00:00:00,280832316656
07/05/2018 00:00:00,276740084174
07/06/2018 00:00:00,271066663935
07/07/2018 00:00:00,288180837781
07/08/2018 00:00:00,285980376537
07/09/2018 00:00:00,279651894865
07/10/2018 00:00:00,260866165473
07/11/2018 00:00:00,265265052990
07/12/2018 00:00:00,256094663237
07/13/2018 00:00:00,251325654810
07/14/2018 00:00:00,252527125326
07/15/2018 00:00:00,271010800553
07/16/2018 00:00:00,288263055714
07/17/2018 00:00:00,307295262171
07/18/2018 00:00:00,306478149887
07/19/2018 00:00:00,302089962197
07/20/2018 00:00:00,288929979566
07/21/2018 00:00:00,298086884653
07/22/2018 00:00:00,297191137296
07/23/2018 00:00:00,306371374226
07/24/2018 00:00:00,326554349090
07/25/2018 00:00:00,313362862843
07/26/2018 00:00:00,305426739965
07/27/2018 00:00:00,302236713311
07/28/2018 00:00:00,314935831489
07/29/2018 00:00:00,310799609318
07/30/2018 00:00:00,314245110300
07/31/2018 00:00:00,296055128130
08/01/2018 00:00:00,286591350358
08/02/2018 00:00:00,280815106020
08/03/2018 00:00:00,267389726643
08/04/2018 00:00:00,263237829298
08/05/2018 00:00:00,265497596968
08/06/2018 00:00:00,261917133014
08/07/2018 00:00:00,250630183110
08/08/2018 00:00:00,228799707517
08/09/2018 00:00:00,237241478557
08/10/2018 00:00:00,220028601874
08/11/2018 00:00:00,220810113366
08/12/2018 00:00:00,222733355005
08/13/2018 00:00:00,209103651728
08/14/2018 00:00:00,209408437130
08/15/2018 00:00:00,211182694468
08/16/2018 00:00:00,211921198090
08/17/2018 00:00:00,234007688020
08/18/2018 00:00:00,219981070377
08/19/2018 00:00:00,224703161871
08/20/2018 00:00:00,210931911580
08/21/2018 00:00:00,221841395927
08/22/2018 00:00:00,215148884718
08/23/2018 00:00:00,219679818648
08/24/2018 00:00:00,225564747056
08/25/2018 00:00:00,227232492770
08/26/2018 00:00:00,225415631276
08/27/2018 00:00:00,233672291155
08/28/2018 00:00:00,241439869566
08/29/2018 00:00:00,236223298784
08/30/2018 00:00:00,232848496829
08/31/2018 00:00:00,235037494842
09/01/2018 00:00:00,244872510750
09/02/2018 00:00:00,246466716946
09/03/2018 00:00:00,242833431455
09/04/2018 00:00:00,246272896223
09/05/2018 00:00:00,214060515318
09/06/2018 00:00:00,207886149728
09/07/2018 00:00:00,205611109437
09/08/2018 00:00:00,192660174077
09/09/2018 00:00:00,199086043722
09/10/2018 00:00:00,198331385858
09/11/2018 00:00:00,191660878546
09/12/2018 00:00:00,194355768657
09/13/2018 00:00:00,201143872328
09/14/2018 00:00:00,202874999053
09/15/2018 00:00:00,206032466352
09/16/2018 00:00:00,203016473856
09/17/2018 00:00:00,194152693345
09/18/2018 00:00:00,202467426107
09/19/2018 00:00:00,203842194800
09/20/2018 00:00:00,219024815299
09/21/2018 00:00:00,233315957287
09/22/2018 00:00:00,229416096709
09/23/2018 00:00:00,231857076587
09/24/2018 00:00:00,222229748542
09/25/2018 00:00:00,218175655641
09/26/2018 00:00:00,219073150301
09/27/2018 00:00:00,229822590106
09/28/2018 00:00:00,227017663565
09/29/2018 00:00:00,229946234472
09/30/2018 00:00:00,231376069892
10/01/2018 00:00:00,228723354307
10/02/2018 00:00:00,224637579601
10/03/2018 00:00:00,223454873285
10/04/2018 00:00:00,224686995195
10/05/2018 00:00:00,227395682238
10/06/2018 00:00:00,225518723195
10/07/2018 00:00:00,225613279337
10/08/2018 00:00:00,227667571211
10/09/2018 00:00:00,226634536501
10/10/2018 00:00:00,223394350730
10/11/2018 00:00:00,201464857871
10/12/2018 00:00:00,205837422696
10/13/2018 00:00:00,207155026143
10/14/2018 00:00:00,204837171273
10/15/2018 00:00:00,215338078562
10/16/2018 00:00:00,218390600443
10/17/2018 00:00:00,217662083378
10/18/2018 00:00:00,212953006434
10/19/2018 00:00:00,213713533751
10/20/2018 00:00:00,209133416431
10/21/2018 00:00:00,215144319950
10/22/2018 00:00:00,214433767931
10/23/2018 00:00:00,216063440143
10/24/2018 00:00:00,215214133506
10/25/2018 00:00:00,213825451251
10/26/2018 00:00:00,214235973938
10/27/2018 00:00:00,212818014477
10/28/2018 00:00:00,213682402136
10/29/2018 00:00:00,206698158710
10/30/2018 00:00:00,207115532590
10/31/2018 00:00:00,209011479676
11/01/2018 00:00:00,210321488614
11/02/2018 00:00:00,212676918672
11/03/2018 00:00:00,211323968804
11/04/2018 00:00:00,218565596416
11/05/2018 00:00:00,218194732809
11/06/2018 00:00:00,225028929631
11/07/2018 00:00:00,225234919821
11/08/2018 00:00:00,219632137099
11/09/2018 00:00:00,217088235535
11/10/2018 00:00:00,219964994235
11/11/2018 00:00:00,221302308585
11/12/2018 00:00:00,221233405255
11/13/2018 00:00:00,219443276399
11/14/2018 00:00:00,196504572936
11/15/2018 00:00:00,193174086676
11/16/2018 00:00:00,187658851083
11/17/2018 00:00:00,189061730793
11/18/2018 00:00:00,193195401797
11/19/2018 00:00:00,164200586621
11/20/2018 00:00:00,149140849158
11/21/2018 00:00:00,154242226591
11/22/2018 00:00:00,144474134615
11/23/2018 00:00:00,143811742543
11/24/2018 00:00:00,129031387877
11/25/2018 00:00:00,133640170999
11/26/2018 00:00:00,127145325665
11/27/2018 00:00:00,129307587428
11/28/2018 00:00:00,143027639020
11/29/2018 00:00:00,142135366243
11/30/2018 00:00:00,135379856267
12/01/2018 00:00:00,140542316305
12/02/2018 00:00:00,138809890227
12/03/2018 00:00:00,129628330907
12/04/2018 00:00:00,131817047214
12/05/2018 00:00:00,123891649048
12/06/2018 00:00:00,113249010037
12/07/2018 00:00:00,112834329008
12/08/2018 00:00:00,114161133497
12/09/2018 00:00:00,118359719662
12/10/2018 00:00:00,114114966801
12/11/2018 00:00:00,111046161701
12/12/2018 00:00:00,114235760847
12/13/2018 00:00:00,108320888480
12/14/2018 00:00:00,105698529647
12/15/2018 00:00:00,105480701610
12/16/2018 00:00:00,106984058068
12/17/2018 00:00:00,118101200840
12/18/2018 00:00:00,124844755661
12/19/2018 00:00:00,125816502903
12/20/2018 00:00:00,140437429934
12/21/2018 00:00:00,132636217864
12/22/2018 00:00:00,138099771090
12/23/2018 00:00:00,141095734525
12/24/2018 00:00:00,144826912835
12/25/2018 00:00:00,135426541716
12/26/2018 00:00:00,135738253738
12/27/2018 00:00:00,124496789986
12/28/2018 00:00:00,138343329697
12/29/2018 00:00:00,133581436430
12/30/2018 00:00:00,136769574261
12/31/2018 00:00:00,130474901295
01/01/2019 00:00:00,135772981180
01/02/2019 00:00:00,140286447261
01/03/2019 00:00:00,134911562307
01/04/2019 00:00:00,137095077916
01/05/2019 00:00:00,135913438271
01/06/2019 00:00:00,143351288983
01/07/2019 00:00:00,140488494499
01/08/2019 00:00:00,140530178439
01/09/2019 00:00:00,140929832705
01/10/2019 00:00:00,125610819119
01/11/2019 00:00:00,125709913160
01/12/2019 00:00:00,126075871236
01/13/2019 00:00:00,120301112492
01/14/2019 00:00:00,127057542655
01/15/2019 00:00:00,123127173652
01/16/2019 00:00:00,124384447992
01/17/2019 00:00:00,125430891334
01/18/2019 00:00:00,123553065963
01/19/2019 00:00:00,126761252917
01/20/2019 00:00:00,120849708145
01/21/2019 00:00:00,121028713463
01/22/2019 00:00:00,122877973512
01/23/2019 00:00:00,121936663538
01/24/2019 00:00:00,123175814569
01/25/2019 00:00:00,121788668677
01/26/2019 00:00:00,122114522576
01/27/2019 00:00:00,120113456754
01/28/2019 00:00:00,114796252896
01/29/2019 00:00:00,113676412150
01/30/2019 00:00:00,117403540154
01/31/2019 00:00:00,113542572711
02/01/2019 00:00:00,116238178424
02/02/2019 00:00:00,117994083796
02/03/2019 00:00:00,114642487199
02/04/2019 00:00:00,113659812488
02/05/2019 00:00:00,113861031872
02/06/2019 00:00:00,111245164593
02/07/2019 00:00:00,111506304223
02/08/2019 00:00:00,121531383313
02/09/2019 00:00:00,122519661320
02/10/2019 00:00:00,123486262824
02/11/2019 00:00:00,120477617093
02/12/2019 00:00:00,121347840917
02/13/2019 00:00:00,120612626059
02/14/2019 00:00:00,118996281620
02/15/2019 00:00:00,120116956302
02/16/2019 00:00:00,121173034594
02/17/2019 00:00:00,123771501795
02/18/2019 00:00:00,132688864425
02/19/2019 00:00:00,133309742777
02/20/2019 00:00:00,136128918382
02/21/2019 00:00:00,133697776322
02/22/2019 00:00:00,135682867947
02/23/2019 00:00:00,141566098075
02/24/2019 00:00:00,126859753485
02/25/2019 00:00:00,130627182661
02/26/2019 00:00:00,129917983573
02/27/2019 00:00:00,129521821091
02/28/2019 00:00:00,129710698118
03/01/2019 00:00:00,130601590054
03/02/2019 00:00:00,130807877813
03/03/2019 00:00:00,129315362093
03/04/2019 00:00:00,125831844406
03/05/2019 00:00:00,132908156840
03/06/2019 00:00:00,133126575945
03/07/2019 00:00:00,133773855070
03/08/2019 00:00:00,132586630139
03/09/2019 00:00:00,135716245498
03/10/2019 00:00:00,135481301746
03/11/2019 00:00:00,133232689619
03/12/2019 00:00:00,134660135218
03/13/2019 00:00:00,134485540484
03/14/2019 00:00:00,134325805486
03/15/2019 00:00:00,137348493133
03/16/2019 00:00:00,141755233846
03/17/2019 00:00:00,139605858089
03/18/2019 00:00:00,140649908710
03/19/2019 00:00:00,140856034005
03/20/2019 00:00:00,142255323101
03/21/2019 00:00:00,138727023547
03/22/2019 00:00:00,141163327101
03/23/2019 00:00:00,142513454023
03/24/2019 00:00:00,140540736270
03/25/2019 00:00:00,139554833622
03/26/2019 00:00:00,138941835595
03/27/2019 00:00:00,143349200773
03/28/2019 00:00:00,142739847725
03/29/2019 00:00:00,146901510597
03/30/2019 00:00:00,145917441675
03/31/2019 00:00:00,146145949896
04/01/2019 00:00:00,147724507875
04/02/2019 00:00:00,173069028020
04/03/2019 00:00:00,174467220230
04/04/2019 00:00:00,172363441885
04/05/2019 00:00:00,178202900622
04/06/2019 00:00:00,178300562348
04/07/2019 00:00:00,184526414392
04/08/2019 00:00:00,185221148456
04/09/2019 00:00:00,180283547617
04/10/2019 00:00:00,183747059364
04/11/2019 00:00:00,173108198961
04/12/2019 00:00:00,173072470851
04/13/2019 00:00:00,172997458516
04/14/2019 00:00:00,176865203262
04/15/2019 00:00:00,171520912292
04/16/2019 00:00:00,176715152033
04/17/2019 00:00:00,178258693877
04/18/2019 00:00:00,180592932974
04/19/2019 00:00:00,180521839932
04/20/2019 00:00:00,180829841496
04/21/2019 00:00:00,177912046623
04/22/2019 00:00:00,181077340002
04/23/2019 00:00:00,182310374248
04/24/2019 00:00:00,178106421805
04/25/2019 00:00:00,168040119038
04/26/2019 00:00:00,172389567158
04/27/2019 00:00:00,172705700505
04/28/2019 00:00:00,171519542077
04/29/2019 00:00:00,170598303635
04/30/2019 00:00:00,177478196544
05/01/2019 00:00:00,175991027100
05/02/2019 00:00:00,179318095064
05/03/2019 00:00:00,186597368457
05/04/2019 00:00:00,185447127616
05/05/2019 00:00:00,185867593152
05/06/2019 00:00:00,185607630256
05/07/2019 00:00:00,186264823933
05/08/2019 00:00:00,188577966518
05/09/2019 00:00:00,188830336030
05/10/2019 00:00:00,193103407675
05/11/2019 00:00:00,214907646395
05/12/2019 00:00:00,209456534805
05/13/2019 00:00:00,228876799590
05/14/2019 00:00:00,239683045276
05/15/2019 00:00:00,254853918811
05/16/2019 00:00:00,248205423653
05/17/2019 00:00:00,232646281482
05/18/2019 00:00:00,228688590594
05/19/2019 00:00:00,254661382111
05/20/2019 00:00:00,248471330484
05/21/2019 00:00:00,249724910491
05/22/2019 00:00:00,240473292675
05/23/2019 00:00:00,246055726476
05/24/2019 00:00:00,251308993215
05/25/2019 00:00:00,252798756713
05/26/2019 00:00:00,269905205718
05/27/2019 00:00:00,277241756545
05/28/2019 00:00:00,276074052634
05/29/2019 00:00:00,276718312762
05/30/2019 00:00:00,263284220118
05/31/2019 00:00:00,272997043023
06/01/2019 00:00:00,272112020588
06/02/2019 00:00:00,277952042064
06/03/2019 00:00:00,259056956081
06/04/2019 00:00:00,247147678963
06/05/2019 00:00:00,249363047125
06/06/2019 00:00:00,251886837107
06/07/2019 00:00:00,257913561783
06/08/2019 00:00:00,255093535970
06/09/2019 00:00:00,245133623968
06/10/2019 00:00:00,258850470429
06/11/2019 00:00:00,255698088893
06/12/2019 00:00:00,264540108111
06/13/2019 00:00:00,265370682337
06/14/2019 00:00:00,274202912575
06/15/2019 00:00:00,279266699393
06/16/2019 00:00:00,283266142580
06/17/2019 00:00:00,292022848348
06/18/2019 00:00:00,283808562798
06/19/2019 00:00:00,289255150966
06/20/2019 00:00:00,292996026994
06/21/2019 00:00:00,309772688734
06/22/2019 00:00:00,327735086869
06/23/2019 00:00:00,326949296175
06/24/2019 00:00:00,330588065492
06/25/2019 00:00:00,344052811986
06/26/2019 00:00:00,365893564181
06/27/2019 00:00:00,320461688038
06/28/2019 00:00:00,346629022732
06/29/2019 00:00:00,342062606194
06/30/2019 00:00:00,314223629356
07/01/2019 00:00:00,310965383618
07/02/2019 00:00:00,313710242161
07/03/2019 00:00:00,336295954113
07/04/2019 00:00:00,319111175691
07/05/2019 00:00:00,315547594879
07/06/2019 00:00:00,321697705477
07/07/2019 00:00:00,327886413137
07/08/2019 00:00:00,343508947902
07/09/2019 00:00:00,347379480675
07/10/2019 00:00:00,331108443734
07/11/2019 00:00:00,310217706336
07/12/2019 00:00:00,319584347714
07/13/2019 00:00:00,309603531183
07/14/2019 00:00:00,277111060877
07/15/2019 00:00:00,290781414813
07/16/2019 00:00:00,254898088635
07/17/2019 00:00:00,264358877921
07/18/2019 00:00:00,286213649460
07/19/2019 00:00:00,284115415861
07/20/2019 00:00:00,292428928506
07/21/2019 00:00:00,288195721893
07/22/2019 00:00:00,281164463828
07/23/2019 00:00:00,269928163229
07/24/2019 00:00:00,270116118770
07/25/2019 00:00:00,272575516455
07/26/2019 00:00:00,272875512441
07/27/2019 00:00:00,262697060985
07/28/2019 00:00:00,264363994430
07/29/2019 00:00:00,262682406981
07/30/2019 00:00:00,265070047050
07/31/2019 00:00:00,276919771744
08/01/2019 00:00:00,282172429990
08/02/2019 00:00:00,284227078389
08/03/2019 00:00:00,289821452901
08/04/2019 00:00:00,292369835458
08/05/2019 00:00:00,310614357913
08/06/2019 00:00:00,301684321747
08/07/2019 00:00:00,310475098574
08/08/2019 00:00:00,310243016383
08/09/2019 00:00:00,303875592109
08/10/2019 00:00:00,293442668686
08/11/2019 00:00:00,300836183269
08/12/2019 00:00:00,295845875212
08/13/2019 00:00:00,285844056540
08/14/2019 00:00:00,264682783958
08/15/2019 00:00:00,270909678835
08/16/2019 00:00:00,268674117406
08/17/2019 00:00:00,266491444841
08/18/2019 00:00:00,272516576603
08/19/2019 00:00:00,283352515724
08/20/2019 00:00:00,278973654201
08/21/2019 00:00:00,264272364719
08/22/2019 00:00:00,266492425276
08/23/2019 00:00:00,272024057673
08/24/2019 00:00:00,266313678427
08/25/2019 00:00:00,265137386966
08/26/2019 00:00:00,269524759690
08/27/2019 00:00:00,265622905860
08/28/2019 00:00:00,252528378008
08/29/2019 00:00:00,245547724153
08/30/2019 00:00:00,248662772993
08/31/2019 00:00:00,248843938016
09/01/2019 00:00:00,251198128669
09/02/2019 00:00:00,264264843933
09/03/2019 00:00:00,269975529223
09/04/2019 00:00:00,267178949645
09/05/2019 00:00:00,266962943793
09/06/2019 00:00:00,263458662143
09/07/2019 00:00:00,267048747827
09/08/2019 00:00:00,267066682735
09/09/2019 00:00:00,264824761508
09/10/2019 00:00:00,260185432572
09/11/2019 00:00:00,261232449410
09/12/2019 00:00:00,264801013483
09/13/2019 00:00:00,263828464959
09/14/2019 00:00:00,265916905889
09/15/2019 00:00:00,265254144279
09/16/2019 00:00:00,265517950003
09/17/2019 00:00:00,267429433351
09/18/2019 00:00:00,270602605196
09/19/2019 00:00:00,272089323562
09/20/2019 00:00:00,269611947884
09/21/2019 00:00:00,265353207955
09/22/2019 00:00:00,265117386616
09/23/2019 00:00:00,254433446434
09/24/2019 00:00:00,220827719095
09/25/2019 00:00:00,221129937592
09/26/2019 00:00:00,212343262160
09/27/2019 00:00:00,215993100917
09/28/2019 00:00:00,216587908297
09/29/2019 00:00:00,212511634935
09/30/2019 00:00:00,220724910313
10/01/2019 00:00:00,220023879499
10/02/2019 00:00:00,222575686113
10/03/2019 00:00:00,218422561980
10/04/2019 00:00:00,217940606610
10/05/2019 00:00:00,218135125733
10/06/2019 00:00:00,212074376083
10/07/2019 00:00:00,221288508800
10/08/2019 00:00:00,221414715897
10/09/2019 00:00:00,231763242008
10/10/2019 00:00:00,230372158753
10/11/2019 00:00:00,223552499046
10/12/2019 00:00:00,223369534043
10/13/2019 00:00:00,223657755730
10/14/2019 00:00:00,226743748029
10/15/2019 00:00:00,221858233994
10/16/2019 00:00:00,216690956644
10/17/2019 00:00:00,222229944929
10/18/2019 00:00:00,218377044774
10/19/2019 00:00:00,218456991744
10/20/2019 00:00:00,224294863509
10/21/2019 00:00:00,224441784291
10/22/2019 00:00:00,220766047541
10/23/2019 00:00:00,206352565628
10/24/2019 00:00:00,205957228240
10/25/2019 00:00:00,236007648596
10/26/2019 00:00:00,246643945897
10/27/2019 00:00:00,254433204037
10/28/2019 00:00:00,248236262216
10/29/2019 00:00:00,255410976824
10/30/2019 00:00:00,247378417988
10/31/2019 00:00:00,247279508042
11/01/2019 00:00:00,248630530175
11/02/2019 00:00:00,250823906720
11/03/2019 00:00:00,248209528385
11/04/2019 00:00:00,253883579031
11/05/2019 00:00:00,253527863300
11/06/2019 00:00:00,255532527191
11/07/2019 00:00:00,250273139389
11/08/2019 00:00:00,240031804340
11/09/2019 00:00:00,241635221107
11/10/2019 00:00:00,247400011747
11/11/2019 00:00:00,240476997761
11/12/2019 00:00:00,243203025067
11/13/2019 00:00:00,241682038822
11/14/2019 00:00:00,239066471544
11/15/2019 00:00:00,233644150194
11/16/2019 00:00:00,234686788472
11/17/2019 00:00:00,235344808163
11/18/2019 00:00:00,226443675418
11/19/2019 00:00:00,223800959681
11/20/2019 00:00:00,222286428441
11/21/2019 00:00:00,209578146507
11/22/2019 00:00:00,199162263323
11/23/2019 00:00:00,202057614896
11/24/2019 00:00:00,190361350991
11/25/2019 00:00:00,195181387294
11/26/2019 00:00:00,196679199987
11/27/2019 00:00:00,205003888913
11/28/2019 00:00:00,203718766175
11/29/2019 00:00:00,211208100721
11/30/2019 00:00:00,205819584584
12/01/2019 00:00:00,202721218215
12/02/2019 00:00:00,199856671909
12/03/2019 00:00:00,200018499492
12/04/2019 00:00:00,196951783404
12/05/2019 00:00:00,200834385016
12/06/2019 00:00:00,204425574769
12/07/2019 00:00:00,204220900373
12/08/2019 00:00:00,205578190245
12/09/2019 00:00:00,200399181625
12/10/2019 00:00:00,197495974370
12/11/2019 00:00:00,196287407194
12/12/2019 00:00:00,196131178608
12/13/2019 00:00:00,197824894067
12/14/2019 00:00:00,193450778980
12/15/2019 00:00:00,194268436648
12/16/2019 00:00:00,187232914986
12/17/2019 00:00:00,177848624681
12/18/2019 00:00:00,192948118364
12/19/2019 00:00:00,189629781231
12/20/2019 00:00:00,191464579971
12/21/2019 00:00:00,189753454728
12/22/2019 00:00:00,197868172040
12/23/2019 00:00:00,193918824232
12/24/2019 00:00:00,192296866836
12/25/2019 00:00:00,190469221504
12/26/2019 00:00:00,190664407095
12/27/2019 00:00:00,191824054576
12/28/2019 00:00:00,194035085602
12/29/2019 00:00:00,196572228785
12/30/2019 00:00:00,192673816455
12/31/2019 00:00:00,190918772401
01/01/2020 00:00:00,191914113831
01/02/2020 00:00:00,186616988639
01/03/2020 00:00:00,195595350451
01/04/2020 00:00:00,196426451886
01/05/2020 00:00:00,197002630011
01/06/2020 00:00:00,208569952006
01/07/2020 00:00:00,214746337925
01/08/2020 00:00:00,212884054103
01/09/2020 00:00:00,207289109997
01/10/2020 00:00:00,217491862923
01/11/2020 00:00:00,214364262482
01/12/2020 00:00:00,218787534184
01/13/2020 00:00:00,216755923836
01/14/2020 00:00:00,241480922491
01/15/2020 00:00:00,241445604795
01/16/2020 00:00:00,239388406770
01/17/2020 00:00:00,245233979949
01/18/2020 00:00:00,243987933631
01/19/2020 00:00:00,238588649714
01/20/2020 00:00:00,238101208900
01/21/2020 00:00:00,241068555595
01/22/2020 00:00:00,239590103562
01/23/2020 00:00:00,230919838033
01/24/2020 00:00:00,231762337365
01/25/2020 00:00:00,228771710909
01/26/2020 00:00:00,236687524785
01/27/2020 00:00:00,244769142226
01/28/2020 00:00:00,255961907705
01/29/2020 00:00:00,254180394587
01/30/2020 00:00:00,261607854883
01/31/2020 00:00:00,256766948993
02/01/2020 00:00:00,259086203833
02/02/2020 00:00:00,259821147590
02/03/2020 00:00:00,259980023531
02/04/2020 00:00:00,257864852691
02/05/2020 00:00:00,271508468904
02/06/2020 00:00:00,277153635904
02/07/2020 00:00:00,279595057473
02/08/2020 00:00:00,282437816370
02/09/2020 00:00:00,289801451360
02/10/2020 00:00:00,284504299149
02/11/2020 00:00:00,296296627801
02/12/2020 00:00:00,304697000584
02/13/2020 00:00:00,303117521959
02/14/2020 00:00:00,309842872610
02/15/2020 00:00:00,293029561720
02/16/2020 00:00:00,288846980523
02/17/2020 00:00:00,285607524108
02/18/2020 00:00:00,298297671210
02/19/2020 00:00:00,280403129152
02/20/2020 00:00:00,278900937579
02/21/2020 00:00:00,282110620795
02/22/2020 00:00:00,280751257192
02/23/2020 00:00:00,291354805439
02/24/2020 00:00:00,280744047954
02/25/2020 00:00:00,268046628151
02/26/2020 00:00:00,249469740931
02/27/2020 00:00:00,251840640634
02/28/2020 00:00:00,249600302511
02/29/2020 00:00:00,244169700000
03/01/2020 00:00:00,243752126557
03/02/2020 00:00:00,256495828646
03/03/2020 00:00:00,252257380752
03/04/2020 00:00:00,251768707733
03/05/2020 00:00:00,260539399952
03/06/2020 00:00:00,264115967388
03/07/2020 00:00:00,263440334280
03/08/2020 00:00:00,234441739197
03/09/2020 00:00:00,230516255141
03/10/2020 00:00:00,229228355914
03/11/2020 00:00:00,228314944026
03/12/2020 00:00:00,143711180998
03/13/2020 00:00:00,166221887190
03/14/2020 00:00:00,152420208067
03/15/2020 00:00:00,156144178503
03/16/2020 00:00:00,145809735036
03/17/2020 00:00:00,153942394441
03/18/2020 00:00:00,156223653479
03/19/2020 00:00:00,179691833683
03/20/2020 00:00:00,179362571840
03/21/2020 00:00:00,179962805447
03/22/2020 00:00:00,169768167752
